sentence_id,sentence,congruent,structure,length,target,position,most_popular,percent,semantics_grammar,semantics,grammar,no,unknown,subject,verb,object,gen,adj,subject_lemma,subject_length,subject_gender,subject_ipm,verb_lemma,verb_length,verb_ipm,object_lemma,object_length,object_gender,object_ipm,gen_lemma,gen_length,gen_gender,gen_ipm,adj_lemma,adj_length,adj_gender,adj_ipm
68.0,Жильцы вызвали полицией,Жильцы вызвали полицию,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,жильцы,вызвали,полицию,nan,nan,жилец,2.0,masc,18.28,вызвать,3.0,144.8310952617903,полиция,4.0,femn,72.38,nan,,nan,0.02,nan,,nan,0.02
68.0,Жильцы вызвали полицию,Жильцы вызвали полицию,Subject - Verb - Object,3.0,normal,2.0,normal,0.8888888888888888,,,0.1111111111111111,0.8888888888888888,,жильцы,вызвали,полицию,nan,nan,жилец,2.0,masc,18.28,вызвать,3.0,144.8310952617903,полиция,4.0,femn,72.38,nan,,nan,0.02,nan,,nan,0.02
68.0,Жильцы вызвали эпохой,Жильцы вызвали полицию,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,0.8,0.8,,,0.2,,жильцы,вызвали,полицию,nan,nan,жилец,2.0,masc,18.28,вызвать,3.0,144.8310952617903,полиция,4.0,femn,72.38,nan,,nan,0.02,nan,,nan,0.02
68.0,Жильцы вызвали эпоху,Жильцы вызвали полицию,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,жильцы,вызвали,полицию,nan,nan,жилец,2.0,masc,18.28,вызвать,3.0,144.8310952617903,полиция,4.0,femn,72.38,nan,,nan,0.02,nan,,nan,0.02
69.0,Жители раскритиковали подобный запрет,Жители раскритиковали подобный запрет,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,жители,раскритиковали,запрет,nan,подобный,житель,3.0,masc,113.2327489139237,раскритиковать,6.0,1.04,запрет,2.0,masc,16.91,nan,,nan,0.02,подобный,3.0,masc,292.1485039490255
69.0,Жители раскритиковали подобный запрету,Жители раскритиковали подобный запрет,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,0.8571428571428571,0.1428571428571428,,0.8571428571428571,,,жители,раскритиковали,запрет,nan,подобный,житель,3.0,masc,113.2327489139237,раскритиковать,6.0,1.04,запрет,2.0,masc,16.91,nan,,nan,0.02,подобный,3.0,masc,292.1485039490255
69.0,Жители раскритиковали подобный метр,Жители раскритиковали подобный запрет,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,жители,раскритиковали,запрет,nan,подобный,житель,3.0,masc,113.2327489139237,раскритиковать,6.0,1.04,запрет,2.0,masc,16.91,nan,,nan,0.02,подобный,3.0,masc,292.1485039490255
69.0,Жители раскритиковали подобный метре,Жители раскритиковали подобный запрет,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,0.8181818181818182,0.8181818181818182,0.1818181818181818,,,,жители,раскритиковали,запрет,nan,подобный,житель,3.0,masc,113.2327489139237,раскритиковать,6.0,1.04,запрет,2.0,masc,16.91,nan,,nan,0.02,подобный,3.0,masc,292.1485039490255
70.0,Жительница лишилась крупной заре,Жительница лишилась крупной суммы,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,жительница,лишилась,суммы,nan,крупной,жительница,4.0,femn,1.62,лишиться,3.0,24.4,сумма,2.0,femn,90.2,nan,,nan,0.02,крупный,2.0,masc,170.63160439522
70.0,Жительница лишилась крупной зари,Жительница лишилась крупной суммы,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,жительница,лишилась,суммы,nan,крупной,жительница,4.0,femn,1.62,лишиться,3.0,24.4,сумма,2.0,femn,90.2,nan,,nan,0.02,крупный,2.0,masc,170.63160439522
70.0,Жительница лишилась крупной сумму,Жительница лишилась крупной суммы,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,0.9333333333333332,,0.0666666666666666,0.9333333333333332,,,жительница,лишилась,суммы,nan,крупной,жительница,4.0,femn,1.62,лишиться,3.0,24.4,сумма,2.0,femn,90.2,nan,,nan,0.02,крупный,2.0,masc,170.63160439522
70.0,Жительница лишилась крупной суммы,Жительница лишилась крупной суммы,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,жительница,лишилась,суммы,nan,крупной,жительница,4.0,femn,1.62,лишиться,3.0,24.4,сумма,2.0,femn,90.2,nan,,nan,0.02,крупный,2.0,masc,170.63160439522
72.0,Журналисты раскрыли источник информации,Журналисты раскрыли источник информации,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,журналисты,раскрыли,источник,информации,nan,журналист,4.0,masc,,раскрыть,3.0,49.15,источник,3.0,masc,104.1767995845106,информация,5.0,femn,115.4520039692886,nan,,nan,0.02
72.0,Журналисты раскрыли источника информации,Журналисты раскрыли источник информации,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,журналисты,раскрыли,источник,информации,nan,журналист,4.0,masc,,раскрыть,3.0,49.15,источник,3.0,masc,104.1767995845106,информация,5.0,femn,115.4520039692886,nan,,nan,0.02
72.0,Журналисты раскрыли ноябрь информации,Журналисты раскрыли источник информации,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,журналисты,раскрыли,источник,информации,nan,журналист,4.0,masc,,раскрыть,3.0,49.15,источник,3.0,masc,104.1767995845106,информация,5.0,femn,115.4520039692886,nan,,nan,0.02
72.0,Журналисты раскрыли ноября информации,Журналисты раскрыли источник информации,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,журналисты,раскрыли,источник,информации,nan,журналист,4.0,masc,,раскрыть,3.0,49.15,источник,3.0,masc,104.1767995845106,информация,5.0,femn,115.4520039692886,nan,,nan,0.02
75.0,Землетрясение вызвало панике жителей,Землетрясение вызвало панику жителей,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.8333333333333334,,0.1666666666666666,0.8333333333333334,,,землетрясение,вызвало,панику,жителей,nan,землетрясение,6.0,neut,14.72,вызвать,3.0,144.8310952617903,паника,3.0,femn,15.3,житель,3.0,masc,113.2327489139237,nan,,nan,0.02
75.0,Землетрясение вызвало панику жителей,Землетрясение вызвало панику жителей,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,землетрясение,вызвало,панику,жителей,nan,землетрясение,6.0,neut,14.72,вызвать,3.0,144.8310952617903,паника,3.0,femn,15.3,житель,3.0,masc,113.2327489139237,nan,,nan,0.02
75.0,Землетрясение вызвало премию жителей,Землетрясение вызвало панику жителей,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,землетрясение,вызвало,панику,жителей,nan,землетрясение,6.0,neut,14.72,вызвать,3.0,144.8310952617903,паника,3.0,femn,15.3,житель,3.0,masc,113.2327489139237,nan,,nan,0.02
75.0,Землетрясение вызвало премия жителей,Землетрясение вызвало панику жителей,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,0.8,0.8,0.2,,,,землетрясение,вызвало,панику,жителей,nan,землетрясение,6.0,neut,14.72,вызвать,3.0,144.8310952617903,паника,3.0,femn,15.3,житель,3.0,masc,113.2327489139237,nan,,nan,0.02
77.0,Игра приняла нервный июнь,Игра приняла нервный характер,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,0.8333333333333334,,0.8333333333333334,,0.1666666666666666,,игра,приняла,характер,nan,нервный,игра,2.0,femn,150.4286386986673,принять,3.0,384.7456526068669,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,нервный,2.0,masc,47.58980154825755
77.0,Игра приняла нервный июню,Игра приняла нервный характер,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,0.8571428571428571,0.8571428571428571,0.1428571428571428,,,,игра,приняла,характер,nan,нервный,игра,2.0,femn,150.4286386986673,принять,3.0,384.7456526068669,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,нервный,2.0,masc,47.58980154825755
77.0,Игра приняла нервный характер,Игра приняла нервный характер,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,игра,приняла,характер,nan,нервный,игра,2.0,femn,150.4286386986673,принять,3.0,384.7456526068669,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,нервный,2.0,masc,47.58980154825755
77.0,Игра приняла нервный характеру,Игра приняла нервный характер,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,игра,приняла,характер,nan,нервный,игра,2.0,femn,150.4286386986673,принять,3.0,384.7456526068669,характер,3.0,masc,202.9910670978146,nan,,nan,0.02,нервный,2.0,masc,47.58980154825755
78.0,Издание подсчитало доходах тренеров,Издание подсчитало доходы тренеров,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.8333333333333334,,0.1666666666666666,0.8333333333333334,,,издание,подсчитало,доходы,тренеров,nan,издание,4.0,neut,72.99,подсчитать,4.0,7.9,доход,3.0,masc,59.31,тренер,3.0,masc,13.65,nan,,nan,0.02
78.0,Издание подсчитало доходы тренеров,Издание подсчитало доходы тренеров,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,издание,подсчитало,доходы,тренеров,nan,издание,4.0,neut,72.99,подсчитать,4.0,7.9,доход,3.0,masc,59.31,тренер,3.0,masc,13.65,nan,,nan,0.02
78.0,Издание подсчитало окопами тренеров,Издание подсчитало доходы тренеров,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,издание,подсчитало,доходы,тренеров,nan,издание,4.0,neut,72.99,подсчитать,4.0,7.9,доход,3.0,masc,59.31,тренер,3.0,masc,13.65,nan,,nan,0.02
78.0,Издание подсчитало окопы тренеров,Издание подсчитало доходы тренеров,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.8333333333333334,,0.8333333333333334,0.1666666666666666,,,издание,подсчитало,доходы,тренеров,nan,издание,4.0,neut,72.99,подсчитать,4.0,7.9,доход,3.0,masc,59.31,тренер,3.0,masc,13.65,nan,,nan,0.02
79.0,Издание сообщает воне,Издание сообщает подробности,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,0.75,0.75,,0.25,,,издание,сообщает,подробности,nan,nan,издание,4.0,neut,72.99,сообщать,4.0,75.27307219075124,подробность,4.0,femn,60.93,nan,,nan,0.02,nan,,nan,0.02
79.0,Издание сообщает воны,Издание сообщает подробности,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,издание,сообщает,подробности,nan,nan,издание,4.0,neut,72.99,сообщать,4.0,75.27307219075124,подробность,4.0,femn,60.93,nan,,nan,0.02,nan,,nan,0.02
79.0,Издание сообщает подробностей,Издание сообщает подробности,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,издание,сообщает,подробности,nan,nan,издание,4.0,neut,72.99,сообщать,4.0,75.27307219075124,подробность,4.0,femn,60.93,nan,,nan,0.02,nan,,nan,0.02
79.0,Издание сообщает подробности,Издание сообщает подробности,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,издание,сообщает,подробности,nan,nan,издание,4.0,neut,72.99,сообщать,4.0,75.27307219075124,подробность,4.0,femn,60.93,nan,,nan,0.02,nan,,nan,0.02
81.0,Изобретение привлекло внимание инвесторов,Изобретение привлекло внимание инвесторов,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,изобретение,привлекло,внимание,инвесторов,nan,изобретение,6.0,neut,22.31,привлечь,3.0,38.92,внимание,4.0,neut,276.886118098953,инвестор,4.0,masc,11.42,nan,,nan,0.02
81.0,Изобретение привлекло вниманием инвесторов,Изобретение привлекло внимание инвесторов,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,изобретение,привлекло,внимание,инвесторов,nan,изобретение,6.0,neut,22.31,привлечь,3.0,38.92,внимание,4.0,neut,276.886118098953,инвестор,4.0,masc,11.42,nan,,nan,0.02
81.0,Изобретение привлекло селе инвесторов,Изобретение привлекло внимание инвесторов,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,0.9166666666666666,0.9166666666666666,0.0833333333333333,,,,изобретение,привлекло,внимание,инвесторов,nan,изобретение,6.0,neut,22.31,привлечь,3.0,38.92,внимание,4.0,neut,276.886118098953,инвестор,4.0,masc,11.42,nan,,nan,0.02
81.0,Изобретение привлекло село инвесторов,Изобретение привлекло внимание инвесторов,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.75,,0.75,0.25,,,изобретение,привлекло,внимание,инвесторов,nan,изобретение,6.0,neut,22.31,привлечь,3.0,38.92,внимание,4.0,neut,276.886118098953,инвестор,4.0,masc,11.42,nan,,nan,0.02
85.0,Инициатива получила длине чиновников,Инициатива получила поддержку чиновников,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,инициатива,получила,поддержку,чиновников,nan,инициатива,6.0,femn,35.16,получить,4.0,552.8909435766419,поддержка,3.0,femn,62.82,чиновник,4.0,masc,88.15,nan,,nan,0.02
85.0,Инициатива получила длину чиновников,Инициатива получила поддержку чиновников,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.8,0.2,0.8,,,,инициатива,получила,поддержку,чиновников,nan,инициатива,6.0,femn,35.16,получить,4.0,552.8909435766419,поддержка,3.0,femn,62.82,чиновник,4.0,masc,88.15,nan,,nan,0.02
85.0,Инициатива получила поддержке чиновников,Инициатива получила поддержку чиновников,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.9230769230769232,,0.0769230769230769,0.9230769230769232,,,инициатива,получила,поддержку,чиновников,nan,инициатива,6.0,femn,35.16,получить,4.0,552.8909435766419,поддержка,3.0,femn,62.82,чиновник,4.0,masc,88.15,nan,,nan,0.02
85.0,Инициатива получила поддержку чиновников,Инициатива получила поддержку чиновников,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,инициатива,получила,поддержку,чиновников,nan,инициатива,6.0,femn,35.16,получить,4.0,552.8909435766419,поддержка,3.0,femn,62.82,чиновник,4.0,masc,88.15,nan,,nan,0.02
86.0,Исламисты опровергли гибели командира,Исламисты опровергли гибель командира,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.8888888888888888,,0.1111111111111111,0.8888888888888888,,,исламисты,опровергли,гибель,командира,nan,исламист,4.0,masc,0.76,опровергнуть,4.0,7.67,гибель,2.0,femn,52.03,командир,4.0,masc,116.3920494319702,nan,,nan,0.02
86.0,Исламисты опровергли гибель командира,Исламисты опровергли гибель командира,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,исламисты,опровергли,гибель,командира,nan,исламист,4.0,masc,0.76,опровергнуть,4.0,7.67,гибель,2.0,femn,52.03,командир,4.0,masc,116.3920494319702,nan,,nan,0.02
86.0,Исламисты опровергли рамке командира,Исламисты опровергли гибель командира,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,исламисты,опровергли,гибель,командира,nan,исламист,4.0,masc,0.76,опровергнуть,4.0,7.67,гибель,2.0,femn,52.03,командир,4.0,masc,116.3920494319702,nan,,nan,0.02
86.0,Исламисты опровергли рамку командира,Исламисты опровергли гибель командира,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.8571428571428571,,0.8571428571428571,0.1428571428571428,,,исламисты,опровергли,гибель,командира,nan,исламист,4.0,masc,0.76,опровергнуть,4.0,7.67,гибель,2.0,femn,52.03,командир,4.0,masc,116.3920494319702,nan,,nan,0.02
87.0,Источники подтвердили подлинность документа,Источники подтвердили подлинность документа,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,источники,подтвердили,подлинность,документа,nan,источник,4.0,masc,104.1767995845106,подтвердить,4.0,51.35,подлинность,3.0,femn,4.69,документ,4.0,masc,121.5703112278216,nan,,nan,0.02
87.0,Источники подтвердили подлинностью документа,Источники подтвердили подлинность документа,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.8888888888888888,,,0.8888888888888888,0.1111111111111111,,источники,подтвердили,подлинность,документа,nan,источник,4.0,masc,104.1767995845106,подтвердить,4.0,51.35,подлинность,3.0,femn,4.69,документ,4.0,masc,121.5703112278216,nan,,nan,0.02
87.0,Источники подтвердили пробежка документа,Источники подтвердили подлинность документа,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,источники,подтвердили,подлинность,документа,nan,источник,4.0,masc,104.1767995845106,подтвердить,4.0,51.35,подлинность,3.0,femn,4.69,документ,4.0,masc,121.5703112278216,nan,,nan,0.02
87.0,Источники подтвердили пробежку документа,Источники подтвердили подлинность документа,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,источники,подтвердили,подлинность,документа,nan,источник,4.0,masc,104.1767995845106,подтвердить,4.0,51.35,подлинность,3.0,femn,4.69,документ,4.0,masc,121.5703112278216,nan,,nan,0.02
89.0,Канал вел рона мероприятия,Канал вел трансляцию мероприятия,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,канал,вел,трансляцию,мероприятия,nan,канал,2.0,masc,52.11,вести,1.0,331.68382505567,трансляция,4.0,femn,3.66,мероприятие,6.0,neut,37.26,nan,,nan,0.02
89.0,Канал вел рону мероприятия,Канал вел трансляцию мероприятия,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,0.8333333333333334,0.1666666666666666,0.8333333333333334,,,,канал,вел,трансляцию,мероприятия,nan,канал,2.0,masc,52.11,вести,1.0,331.68382505567,трансляция,4.0,femn,3.66,мероприятие,6.0,neut,37.26,nan,,nan,0.02
89.0,Канал вел трансляцию мероприятия,Канал вел трансляцию мероприятия,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,канал,вел,трансляцию,мероприятия,nan,канал,2.0,masc,52.11,вести,1.0,331.68382505567,трансляция,4.0,femn,3.66,мероприятие,6.0,neut,37.26,nan,,nan,0.02
89.0,Канал вел трансляция мероприятия,Канал вел трансляцию мероприятия,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,канал,вел,трансляцию,мероприятия,nan,канал,2.0,masc,52.11,вести,1.0,331.68382505567,трансляция,4.0,femn,3.66,мероприятие,6.0,neut,37.26,nan,,nan,0.02
90.0,Кандидаты представляют мелкие партии,Кандидаты представляют мелкие партии,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,кандидаты,представляют,партии,nan,мелкие,кандидат,4.0,masc,41.2,представлять,4.0,218.4003350514311,партия,3.0,femn,217.7086538729238,nan,,nan,0.02,мелкий,3.0,masc,126.4708323187897
90.0,Кандидаты представляют мелкие партию,Кандидаты представляют мелкие партии,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,кандидаты,представляют,партии,nan,мелкие,кандидат,4.0,masc,41.2,представлять,4.0,218.4003350514311,партия,3.0,femn,217.7086538729238,nan,,nan,0.02,мелкий,3.0,masc,126.4708323187897
90.0,Кандидаты представляют мелкие фотографии,Кандидаты представляют мелкие партии,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,кандидаты,представляют,партии,nan,мелкие,кандидат,4.0,masc,41.2,представлять,4.0,218.4003350514311,партия,3.0,femn,217.7086538729238,nan,,nan,0.02,мелкий,3.0,masc,126.4708323187897
90.0,Кандидаты представляют мелкие фотографиях,Кандидаты представляют мелкие партии,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,кандидаты,представляют,партии,nan,мелкие,кандидат,4.0,masc,41.2,представлять,4.0,218.4003350514311,партия,3.0,femn,217.7086538729238,nan,,nan,0.02,мелкий,3.0,masc,126.4708323187897
94.0,Команда покинула материал мира,Команда покинула чемпионат мира,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,команда,покинула,чемпионат,мира,nan,команда,3.0,femn,111.1336701250948,покинуть,4.0,50.49,чемпионат,4.0,masc,17.18,мир,2.0,masc,659.6074682606135,nan,,nan,0.02
94.0,Команда покинула материалу мира,Команда покинула чемпионат мира,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,команда,покинула,чемпионат,мира,nan,команда,3.0,femn,111.1336701250948,покинуть,4.0,50.49,чемпионат,4.0,masc,17.18,мир,2.0,masc,659.6074682606135,nan,,nan,0.02
94.0,Команда покинула чемпионат мира,Команда покинула чемпионат мира,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,команда,покинула,чемпионат,мира,nan,команда,3.0,femn,111.1336701250948,покинуть,4.0,50.49,чемпионат,4.0,masc,17.18,мир,2.0,masc,659.6074682606135,nan,,nan,0.02
94.0,Команда покинула чемпионате мира,Команда покинула чемпионат мира,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,1.0,,,1.0,,,команда,покинула,чемпионат,мира,nan,команда,3.0,femn,111.1336701250948,покинуть,4.0,50.49,чемпионат,4.0,masc,17.18,мир,2.0,masc,659.6074682606135,nan,,nan,0.02
97.0,Компания проведет гора оборудования,Компания проведет замену оборудования,Subject - Verb - Object - Gen,4.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,компания,проведет,замену,оборудования,nan,компания,4.0,femn,178.3762971275402,провести,3.0,182.8708894959868,замена,3.0,femn,21.58,оборудование,7.0,neut,44.97,nan,,nan,0.02
97.0,Компания проведет гору оборудования,Компания проведет замену оборудования,Subject - Verb - Object - Gen,4.0,semantics,2.0,semantics,1.0,,1.0,,,,компания,проведет,замену,оборудования,nan,компания,4.0,femn,178.3762971275402,провести,3.0,182.8708894959868,замена,3.0,femn,21.58,оборудование,7.0,neut,44.97,nan,,nan,0.02
97.0,Компания проведет замена оборудования,Компания проведет замену оборудования,Subject - Verb - Object - Gen,4.0,grammar,2.0,grammar,0.75,,0.25,0.75,,,компания,проведет,замену,оборудования,nan,компания,4.0,femn,178.3762971275402,провести,3.0,182.8708894959868,замена,3.0,femn,21.58,оборудование,7.0,neut,44.97,nan,,nan,0.02
97.0,Компания проведет замену оборудования,Компания проведет замену оборудования,Subject - Verb - Object - Gen,4.0,normal,2.0,normal,1.0,,,,1.0,,компания,проведет,замену,оборудования,nan,компания,4.0,femn,178.3762971275402,провести,3.0,182.8708894959868,замена,3.0,femn,21.58,оборудование,7.0,neut,44.97,nan,,nan,0.02
100.0,Критики оставили восторженные оценке,Критики оставили восторженные оценки,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,критики,оставили,оценки,nan,восторженные,критика,3.0,femn,49.92,оставить,4.0,273.895064354057,оценка,3.0,femn,82.58,nan,,nan,0.02,восторженный,5.0,masc,17.41
100.0,Критики оставили восторженные оценки,Критики оставили восторженные оценки,Subject - Verb - Adj - Object,4.0,normal,3.0,normal,1.0,,,,1.0,,критики,оставили,оценки,nan,восторженные,критика,3.0,femn,49.92,оставить,4.0,273.895064354057,оценка,3.0,femn,82.58,nan,,nan,0.02,восторженный,5.0,masc,17.41
100.0,Критики оставили восторженные янов,Критики оставили восторженные оценки,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,критики,оставили,оценки,nan,восторженные,критика,3.0,femn,49.92,оставить,4.0,273.895064354057,оценка,3.0,femn,82.58,nan,,nan,0.02,восторженный,5.0,masc,17.41
100.0,Критики оставили восторженные яны,Критики оставили восторженные оценки,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,0.8,0.2,0.8,,,,критики,оставили,оценки,nan,восторженные,критика,3.0,femn,49.92,оставить,4.0,273.895064354057,оценка,3.0,femn,82.58,nan,,nan,0.02,восторженный,5.0,masc,17.41
102.0,Лайнер совершил нацию,Лайнер совершил посадку,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,лайнер,совершил,посадку,nan,nan,лайнер,2.0,masc,3.07,совершить,3.0,78.96916003265856,посадка,3.0,femn,24.26,nan,,nan,0.02,nan,,nan,0.02
102.0,Лайнер совершил нация,Лайнер совершил посадку,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,1.0,1.0,,,,,лайнер,совершил,посадку,nan,nan,лайнер,2.0,masc,3.07,совершить,3.0,78.96916003265856,посадка,3.0,femn,24.26,nan,,nan,0.02,nan,,nan,0.02
102.0,Лайнер совершил посадка,Лайнер совершил посадку,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,лайнер,совершил,посадку,nan,nan,лайнер,2.0,masc,3.07,совершить,3.0,78.96916003265856,посадка,3.0,femn,24.26,nan,,nan,0.02,nan,,nan,0.02
102.0,Лайнер совершил посадку,Лайнер совершил посадку,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,лайнер,совершил,посадку,nan,nan,лайнер,2.0,masc,3.07,совершить,3.0,78.96916003265856,посадка,3.0,femn,24.26,nan,,nan,0.02,nan,,nan,0.02
104.0,Лидер празднует лабораторию,Лидер празднует победу,Subject - Verb - Object,3.0,semantics,2.0,semantics,1.0,,1.0,,,,лидер,празднует,победу,nan,nan,лидер,2.0,masc,39.58,праздновать,3.0,16.7,победа,3.0,femn,114.6534994427493,nan,,nan,0.02,nan,,nan,0.02
104.0,Лидер празднует лаборатория,Лидер празднует победу,Subject - Verb - Object,3.0,semantics_grammar,2.0,semantics_grammar,0.8571428571428571,0.8571428571428571,0.1428571428571428,,,,лидер,празднует,победу,nan,nan,лидер,2.0,masc,39.58,праздновать,3.0,16.7,победа,3.0,femn,114.6534994427493,nan,,nan,0.02,nan,,nan,0.02
104.0,Лидер празднует победой,Лидер празднует победу,Subject - Verb - Object,3.0,grammar,2.0,grammar,1.0,,,1.0,,,лидер,празднует,победу,nan,nan,лидер,2.0,masc,39.58,праздновать,3.0,16.7,победа,3.0,femn,114.6534994427493,nan,,nan,0.02,nan,,nan,0.02
104.0,Лидер празднует победу,Лидер празднует победу,Subject - Verb - Object,3.0,normal,2.0,normal,1.0,,,,1.0,,лидер,празднует,победу,nan,nan,лидер,2.0,masc,39.58,праздновать,3.0,16.7,победа,3.0,femn,114.6534994427493,nan,,nan,0.02,nan,,nan,0.02
105.0,Люди строили каменные выпусках,Люди строили каменные замки,Subject - Verb - Adj - Object,4.0,semantics_grammar,3.0,semantics_grammar,1.0,1.0,,,,,люди,строили,замки,nan,каменные,человек,2.0,masc,2881.103143350457,строить,3.0,95.66831991376152,замок,2.0,masc,63.93,nan,,nan,0.02,каменный,4.0,masc,85.34918449386998
105.0,Люди строили каменные выпуски,Люди строили каменные замки,Subject - Verb - Adj - Object,4.0,semantics,3.0,semantics,1.0,,1.0,,,,люди,строили,замки,nan,каменные,человек,2.0,masc,2881.103143350457,строить,3.0,95.66831991376152,замок,2.0,masc,63.93,nan,,nan,0.02,каменный,4.0,masc,85.34918449386998
105.0,Люди строили каменные замками,Люди строили каменные замки,Subject - Verb - Adj - Object,4.0,grammar,3.0,grammar,1.0,,,1.0,,,люди,строили,замки,nan,каменные,человек,2.0,masc,2881.103143350457,строить,3.0,95.66831991376152,замок,2.0,masc,63.93,nan,,nan,0.02,каменный,4.0,masc,85.34918449386998
