sentence,semantics_grammar,semantics,grammar,no,unknown,most_popular,percent
Жители раскритиковали подобный запрету,0.1428571428571428,,0.8571428571428571,,,grammar,0.8571428571428571
Жители раскритиковали подобный метре,0.8181818181818182,0.1818181818181818,,,,semantics_grammar,0.8181818181818182
Жители раскритиковали подобный метр,,1.0,,,,semantics,1.0
Жители раскритиковали подобный метре,0.75,0.25,,,,semantics_grammar,0.75
Жители раскритиковали подобный запрет,,,,1.0,,no,1.0
Жительница лишилась крупной зари,,1.0,,,,semantics,1.0
Жительница лишилась крупной суммы,,,,1.0,,no,1.0
Жительница лишилась крупной заре,0.9,0.1,,,,semantics_grammar,0.9
Жительница лишилась крупной сумму,,0.0666666666666666,0.9333333333333332,,,grammar,0.9333333333333332
Жительница лишилась крупной сумму,,0.0833333333333333,0.9166666666666666,,,grammar,0.9166666666666666
Жительница лишилась крупной заре,1.0,,,,,semantics_grammar,1.0
Жительница лишилась крупной заре,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Журналист прокомментировал ситуация,,,1.0,,,grammar,1.0
Журналист прокомментировал ситуацию,,,,1.0,,no,1.0
Журналист прокомментировал жилу,,1.0,,,,semantics,1.0
Журналист прокомментировал жилой,,1.0,,,,semantics,1.0
Журналист прокомментировал премию,,,,1.0,,no,1.0
Журналист прокомментировал премией,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Журналист прокомментировал жила,1.0,,,,,semantics_grammar,1.0
Журналист прокомментировал премия,,,1.0,,,grammar,1.0
Журналисты раскрыли ноябрь информации,,1.0,,,,semantics,1.0
Журналисты раскрыли источник информации,,,,1.0,,no,1.0
Журналисты раскрыли источника информации,,,1.0,,,grammar,1.0
Журналисты раскрыли ноябре информации,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Журналисты раскрыли ноября информации,1.0,,,,,semantics_grammar,1.0
Законопроект регламентирует свадебные системы,,0.7777777777777778,0.1111111111111111,0.1111111111111111,,semantics,0.7777777777777778
Здоровье подвело мужчину,,,,1.0,,no,1.0
Здоровье подвело михаила,,,0.5,0.5,,grammar,0.5
Здоровье подвело мужчине,,,1.0,,,grammar,1.0
Здоровье подвело михаил,,,1.0,,,grammar,1.0
Землетрясение вызвало панике жителей,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334
Землетрясение вызвало премия жителей,0.7142857142857143,0.2857142857142857,,,,semantics_grammar,0.7142857142857143
Землетрясение вызвало панику жителей,,,,1.0,,no,1.0
Землетрясение вызвало премию жителей,,1.0,,,,semantics,1.0
Землетрясение вызвало премия жителей,0.8,0.2,,,,semantics_grammar,0.8
Землетрясение вызвало панике жителей,,0.3333333333333333,0.6666666666666666,,,grammar,0.6666666666666666
Игра приняла нервный июнь,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334
Игра приняла нервный характер,,,,1.0,,no,1.0
Игра приняла нервный характеру,,,1.0,,,grammar,1.0
Игра приняла нервный июню,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Игра приняла нервный июню,0.8,0.2,,,,semantics_grammar,0.8
Игра приняла нервный характеру,,,1.0,,,grammar,1.0
Издание подсчитало доходах тренеров,0.0909090909090909,0.1818181818181818,0.7272727272727273,,,grammar,0.7272727272727273
Издание подсчитало окопы тренеров,,0.8333333333333334,0.1666666666666666,,,semantics,0.8333333333333334
Издание подсчитало доходах тренеров,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334
Издание подсчитало окопами тренеров,1.0,,,,,semantics_grammar,1.0
Издание подсчитало доходы тренеров,,,,1.0,,no,1.0
Издание сообщает вона,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Издание сообщает воне,0.75,,0.25,,,semantics_grammar,0.75
Издание сообщает воной,0.5,0.25,,0.25,,semantics_grammar,0.5
Издание сообщает вону,0.5,0.5,,,,semantics_grammar,0.5
Издание сообщает подробности,,,,1.0,,no,1.0
Издание сообщает воны,,1.0,,,,semantics,1.0
Издание сообщает подробностей,,,1.0,,,grammar,1.0
Изобретение привлекло село инвесторов,,0.75,0.25,,,semantics,0.75
Изобретение привлекло внимании инвесторов,,0.25,0.5,0.25,,grammar,0.5
Изобретение привлекло вниманием инвесторов,,,1.0,,,grammar,1.0
Изобретение привлекло селе инвесторов,0.9166666666666666,0.0833333333333333,,,,semantics_grammar,0.9166666666666666
Изобретение привлекло внимание инвесторов,,,,1.0,,no,1.0
Изобретение привлекло селе инвесторов,0.8888888888888888,0.1111111111111111,,,,semantics_grammar,0.8888888888888888
Израильтяне открыли артиллерийский характером,1.0,,,,,semantics_grammar,1.0
Израильтяне открыли артиллерийский огне,0.1666666666666666,,0.8333333333333334,,,grammar,0.8333333333333334
Израильтяне открыли артиллерийский огне,0.0909090909090909,0.0909090909090909,0.8181818181818182,,,grammar,0.8181818181818182
Израильтяне открыли артиллерийский огонь,,,,1.0,,no,1.0
Израильтяне открыли артиллерийский характер,,1.0,,,,semantics,1.0
Индейцы извлекали пурпурную краску,,0.3,,0.7,,no,0.7
Индейцы извлекали пурпурную главе,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Индейцы извлекали пурпурную главу,,1.0,,,,semantics,1.0
Индейцы извлекали пурпурную краске,,,1.0,,,grammar,1.0
Индейцы подняли обслуживании,,0.25,0.75,,,grammar,0.75
Индейцы подняли восстания,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Индейцы подняли обслуживанием,0.75,,0.25,,,semantics_grammar,0.75
Индейцы подняли восстание,,,0.1111111111111111,0.8888888888888888,,no,0.8888888888888888
Индейцы подняли обслуживание,,1.0,,,,semantics,1.0
Индейцы подняли восстания,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334
Инициатива получила поддержку чиновников,,,,1.0,,no,1.0
Инициатива получила поддержке чиновников,,0.1111111111111111,0.8888888888888888,,,grammar,0.8888888888888888
Инициатива получила длина чиновников,0.6,0.3,0.1,,,semantics_grammar,0.6
Инициатива получила длина чиновников,1.0,,,,,semantics_grammar,1.0
Инициатива получила длина чиновников,0.6923076923076923,0.2307692307692307,0.0769230769230769,,,semantics_grammar,0.6923076923076923
Инициатива получила длине чиновников,1.0,,,,,semantics_grammar,1.0
Инициатива получила поддержке чиновников,,0.0769230769230769,0.9230769230769232,,,grammar,0.9230769230769232
Инициатива получила длину чиновников,0.2,0.8,,,,semantics,0.8
Исламисты опровергли гибели командира,,0.1111111111111111,0.8888888888888888,,,grammar,0.8888888888888888
Исламисты опровергли гибель командира,,,,1.0,,no,1.0
Исламисты опровергли рамкой командира,0.6363636363636364,0.3636363636363636,,,,semantics_grammar,0.6363636363636364
Исламисты опровергли рамку командира,,0.8571428571428571,0.1428571428571428,,,semantics,0.8571428571428571
Исламисты опровергли рамкой командира,0.5,0.5,,,,semantics_grammar,0.5
Исламисты опровергли гибели командира,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334
Исламисты опровергли рамке командира,1.0,,,,,semantics_grammar,1.0
Источники подтвердили подлинностью документа,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Источники подтвердили пробежку документа,,1.0,,,,semantics,1.0
Источники подтвердили подлинность документа,,,,1.0,,no,1.0
Источники подтвердили подлинностью документа,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334
Источники подтвердили пробежка документа,1.0,,,,,semantics_grammar,1.0
Камеры запечатлели высокого владимире,0.5,,0.5,,,semantics_grammar,0.5
Камеры запечатлели высокого мужчину,,,,1.0,,no,1.0
Камеры запечатлели высокого владимира,,0.8,,0.2,,semantics,0.8
Камеры запечатлели высокого мужчина,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334
Камеры запечатлели высокого владимире,0.5555555555555556,,0.4444444444444444,,,semantics_grammar,0.5555555555555556
Камеры запечатлели высокого мужчина,,,1.0,,,grammar,1.0
Камеры запечатлели высокого мужчина,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Канал вел роне мероприятия,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Канал вел трансляции мероприятия,,,1.0,,,grammar,1.0
Канал вел трансляции мероприятия,,,0.4444444444444444,0.5555555555555556,,no,0.5555555555555556
Канал вел рона мероприятия,1.0,,,,,semantics_grammar,1.0
Канал вел рону мероприятия,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334
Канал вел трансляцию мероприятия,,,,1.0,,no,1.0
Канал вел роном мероприятия,,1.0,,,,semantics,1.0
Канал вел трансляция мероприятия,,,1.0,,,grammar,1.0
Канал вел трансляции мероприятия,,,0.5833333333333334,0.4166666666666667,,grammar,0.5833333333333334
Канал вел рона мероприятия,1.0,,,,,semantics_grammar,1.0
Кандидаты представляют мелкие фотографиями,0.6,0.2,0.2,,,semantics_grammar,0.6
Кандидаты представляют мелкие окрестности,,0.5,,0.5,,semantics,0.5
Кандидаты представляют мелкие партию,,,1.0,,,grammar,1.0
Кандидаты представляют мелкие окрестности,,0.5714285714285714,,0.4285714285714285,,semantics,0.5714285714285714
Кандидаты представляют мелкие фотографии,,1.0,,,,semantics,1.0
Кандидаты представляют мелкие партии,,,,1.0,,no,1.0
Кандидаты представляют мелкие фотографиях,1.0,,,,,semantics_grammar,1.0
Кандидаты представляют мелкие фотографий,,,1.0,,,grammar,1.0
Кандидаты представляют мелкие фотографий,0.75,,,0.25,,semantics_grammar,0.75
Кандидаты представляют мелкие окрестностями,1.0,,,,,semantics_grammar,1.0
Кандидаты представляют мелкие фотографиях,,,1.0,,,grammar,1.0
Коллектив подготовил специальную окраиной,1.0,,,,,semantics_grammar,1.0
Коллектив подготовил специальную программа,,,1.0,,,grammar,1.0
Коллектив подготовил специальную окраины,0.6363636363636364,0.3636363636363636,,,,semantics_grammar,0.6363636363636364
Коллектив подготовил специальную программа,,,1.0,,,grammar,1.0
Коллектив подготовил специальную программу,,,,1.0,,no,1.0
Коллектив подготовил специальную окраины,0.5,0.5,,,,semantics_grammar,0.5
Коллектив подготовил специальную программа,,,1.0,,,grammar,1.0
Коллектив подготовил специальную окраину,,1.0,,,,semantics,1.0
Команда покинула материал мира,,1.0,,,,semantics,1.0
Команда покинула чемпионат мира,,,,1.0,,no,1.0
Команда покинула чемпионате мира,,,1.0,,,grammar,1.0
Команда покинула материалу мира,1.0,,,,,semantics_grammar,1.0
Комитет проводит проверку обстоятельств,,,,1.0,,no,1.0
Комитет проводит славу обстоятельств,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Комитет проводит славой обстоятельств,1.0,,,,,semantics_grammar,1.0
Комитет проводит проверка обстоятельств,,,1.0,,,grammar,1.0
Комитет проводит голову обстоятельств,,1.0,,,,semantics,1.0
Комитет проводит голову обстоятельств,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Комитет проводит поэму обстоятельств,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Компания заключила мировые соглашения,,,0.6666666666666666,0.3333333333333333,,grammar,0.6666666666666666
Компания заключила мировые детства,1.0,,,,,semantics_grammar,1.0
Компания заключила мировые детство,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Компания заключила мировые соглашение,,,1.0,,,grammar,1.0
Компания проведет горе оборудования,0.1428571428571428,0.8571428571428571,,,,semantics,0.8571428571428571
Компания проведет горе оборудования,0.1538461538461538,0.8461538461538461,,,,semantics,0.8461538461538461
Компания проведет замена оборудования,,0.25,0.75,,,grammar,0.75
Компания проведет гору оборудования,,1.0,,,,semantics,1.0
Компания проведет гора оборудования,1.0,,,,,semantics_grammar,1.0
Компания проведет замену оборудования,,,,1.0,,no,1.0
Компания чистила заброшенную крепостью,,,1.0,,,grammar,1.0
Компания чистила заброшенную крепость,,0.2857142857142857,,0.7142857142857143,,no,0.7142857142857143
Компания чистила заброшенную серии,1.0,,,,,semantics_grammar,1.0
Компания чистила заброшенную серию,,1.0,,,,semantics,1.0
Критики оставили восторженные янов,1.0,,,,,semantics_grammar,1.0
Критики оставили восторженные оценке,,,1.0,,,grammar,1.0
Критики оставили восторженные яны,0.2,0.8,,,,semantics,0.8
Критики оставили восторженные оценки,,,,1.0,,no,1.0
Лайнер совершил нации,0.5,0.5,,,,semantics_grammar,0.5
Лайнер совершил нации,0.4444444444444444,0.5555555555555556,,,,semantics,0.5555555555555556
Лайнер совершил посадка,,,1.0,,,grammar,1.0
Лайнер совершил нацию,,1.0,,,,semantics,1.0
Лайнер совершил посадку,,,,1.0,,no,1.0
Лайнер совершил нация,1.0,,,,,semantics_grammar,1.0
Лидер празднует лабораторию,,1.0,,,,semantics,1.0
Лидер празднует победой,,,1.0,,,grammar,1.0
Лидер празднует лаборатория,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Лидер празднует победой,,,1.0,,,grammar,1.0
Лидер празднует победу,,,,1.0,,no,1.0
Лидер празднует лаборатория,0.7692307692307693,0.2307692307692307,,,,semantics_grammar,0.7692307692307693
Люди строили каменные замками,,,1.0,,,grammar,1.0
Люди строили каменные выпусками,0.75,0.25,,,,semantics_grammar,0.75
Люди строили каменные замки,,0.125,,0.875,,no,0.875
Люди строили каменные выпуски,,1.0,,,,semantics,1.0
Люди строили каменные вузами,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571
Люди строили каменные вузы,,0.625,,0.375,,semantics,0.625
Люди строили каменные выпусков,0.8,0.2,,,,semantics_grammar,0.8
Люди строили каменные выпускам,1.0,,,,,semantics_grammar,1.0
Люди строили каменные выпусках,1.0,,,,,semantics_grammar,1.0
Мальчик перебегал конференцию,,1.0,,,,semantics,1.0
Мальчик перебегал конференцией,0.8,0.2,,,,semantics_grammar,0.8
Мальчик перебегал дороге,,,1.0,,,grammar,1.0
Мальчик перебегал дорогу,,,,1.0,,no,1.0
Мальчик перебегал дороге,,,1.0,,,grammar,1.0
Медики обнаружили телесные повреждении,,,1.0,,,grammar,1.0
Медики обнаружили телесные поколению,1.0,,,,,semantics_grammar,1.0
Медики обнаружили телесные повреждения,,,,1.0,,no,1.0
Медики обнаружили телесные поколение,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Медики обнаружили телесные поколения,,1.0,,,,semantics,1.0
Милиционеры блокировали книга грабителей,1.0,,,,,semantics_grammar,1.0
Милиционеры блокировали книга грабителей,1.0,,,,,semantics_grammar,1.0
Милиционеры блокировали группа грабителей,,,1.0,,,grammar,1.0
Милиционеры блокировали книгу грабителей,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334
Милиционеры блокировали группу грабителей,,,,1.0,,no,1.0
Милиционеры блокировали группа грабителей,,,1.0,,,grammar,1.0
Милиция отрабатывает область происшествия,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Милиция отрабатывает область происшествия,,1.0,,,,semantics,1.0
Милиция отрабатывает версия происшествия,,,1.0,,,grammar,1.0
Милиция отрабатывает версию происшествия,,,,1.0,,no,1.0
Милиция отрабатывает области происшествия,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334
Милиция отрабатывает версии происшествия,,,0.1111111111111111,0.8888888888888888,,no,0.8888888888888888
Милиция отрабатывает областью происшествия,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Милиция провела проверку,,,,1.0,,no,1.0
Милиция провела славы,0.2857142857142857,0.7142857142857143,,,,semantics,0.7142857142857143
Милиция провела славу,,1.0,,,,semantics,1.0
Милиция провела проверке,,0.2,0.8,,,grammar,0.8
Милиция провела проверке,,,1.0,,,grammar,1.0
Милиция провела славе,1.0,,,,,semantics_grammar,1.0
Милиция провела славы,0.3,0.7,,,,semantics,0.7
Мужчина вызвал скорую помощи,,,1.0,,,grammar,1.0
Мужчина вызвал скорую дату,,1.0,,,,semantics,1.0
Мужчина вызвал скорую помощь,,,,1.0,,no,1.0
Мужчина вызвал скорую помощи,,,1.0,,,grammar,1.0
Мужчина вызвал скорую дате,1.0,,,,,semantics_grammar,1.0
Мужчина вызвал скорую дата,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Мужчина показал полицейское падению,1.0,,,,,semantics_grammar,1.0
Мужчина показал полицейское русло,,1.0,,,,semantics,1.0
Мужчина показал полицейское удостоверении,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888
Мужчина показал полицейское удостоверение,,,,1.0,,no,1.0
Мужчина показал полицейское падение,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,,semantics,0.3333333333333333
Мужчина устроили драке,,,1.0,,,grammar,1.0
Мужчина устроили драку,,,1.0,,,grammar,1.0
Мужчина устроили область,1.0,,,,,semantics_grammar,1.0
Мужчина устроили области,0.7142857142857143,0.2857142857142857,,,,semantics_grammar,0.7142857142857143
Мужчины проявляют сдержанность,,,,1.0,,no,1.0
Мужчины проявляют обору,0.2,0.8,,,,semantics,0.8
Мужчины проявляют сдержанности,,,1.0,,,grammar,1.0
Мужчины проявляют сдержанности,,,1.0,,,grammar,1.0
Мужчины проявляют оборой,1.0,,,,,semantics_grammar,1.0
Мужчины проявляют оборой,0.375,0.5,,0.125,,semantics,0.5
Мужчины проявляют оборе,1.0,,,,,semantics_grammar,1.0
Мужчины проявляют оборой,0.4545454545454545,0.4545454545454545,,0.0909090909090909,,semantics_grammar,0.4545454545454545
Музей получил новое получении,0.625,0.125,0.25,,,semantics_grammar,0.625
Музей получил новое название,,,,1.0,,no,1.0
Музей получил новое получение,,0.8888888888888888,,0.1111111111111111,,semantics,0.8888888888888888
Музыкант записал области,0.2857142857142857,0.7142857142857143,,,,semantics,0.7142857142857143
Музыкант записал композиция,,,1.0,,,grammar,1.0
Музыкант записал композиция,,,1.0,,,grammar,1.0
Музыкант записал композицию,,,,1.0,,no,1.0
Музыкант записал области,0.25,0.75,,,,semantics,0.75
Музыкант записал области,1.0,,,,,semantics_grammar,1.0
Музыкант записал область,,1.0,,,,semantics,1.0
Музыкант записал областью,1.0,,,,,semantics_grammar,1.0
Музыкант исполнил станцию рассказчика,,1.0,,,,semantics,1.0
Музыкант исполнил станцией рассказчика,1.0,,,,,semantics_grammar,1.0
Музыкант исполнил роли рассказчика,,0.3333333333333333,0.6666666666666666,,,grammar,0.6666666666666666
Музыкант исполнил роль рассказчика,,0.2,,0.8,,no,0.8
Музыкант исполнил ролью рассказчика,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Музыкант исполнил станция рассказчика,0.5714285714285714,0.1428571428571428,0.2857142857142857,,,semantics_grammar,0.5714285714285714
Музыкант исполнил роли рассказчика,,0.4,0.6,,,grammar,0.6
Наряд задержал мужчине,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Наряд задержал создателя,,0.5,,0.5,,semantics,0.5
Наряд задержал создателе,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Наряд задержал мужчину,,,,1.0,,no,1.0
Незнакомцы затеяли ссорой,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Незнакомцы затеяли науке,0.875,0.125,,,,semantics_grammar,0.875
Незнакомцы затеяли ссоре,0.3333333333333333,,0.6666666666666666,,,grammar,0.6666666666666666
Незнакомцы затеяли науку,,1.0,,,,semantics,1.0
Незнакомцы затеяли ссора,,,1.0,,,grammar,1.0
Незнакомцы затеяли науке,0.9090909090909092,0.0909090909090909,,,,semantics_grammar,0.9090909090909092
Незнакомцы затеяли ссору,,,,1.0,,no,1.0
Немцы понесли потерях,0.1666666666666666,,0.8333333333333334,,,grammar,0.8333333333333334
Немцы понесли выставку,0.2727272727272727,0.7272727272727273,,,,semantics,0.7272727272727273
Немцы понесли выставку,0.125,0.875,,,,semantics,0.875
Немцы понесли потери,,,,1.0,,no,1.0
Немцы понесли выставка,1.0,,,,,semantics_grammar,1.0
Немцы понесли потерях,0.0909090909090909,,0.9090909090909092,,,grammar,0.9090909090909092
Немцы понесли выставки,0.1111111111111111,0.8888888888888888,,,,semantics,0.8888888888888888
Неудачи преследовали экспедицией,,,1.0,,,grammar,1.0
Неудачи преследовали экспедицию,,,,1.0,,no,1.0
Неудачи преследовали морали,1.0,,,,,semantics_grammar,1.0
Неудачи преследовали морали,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334
Неудачи преследовали морали,0.3636363636363636,0.6363636363636364,,,,semantics,0.6363636363636364
Неудачи преследовали мораль,,1.0,,,,semantics,1.0
Неудачи преследовали моралью,1.0,,,,,semantics_grammar,1.0
Нянька держит организатора,,0.75,,0.25,,semantics,0.75
Нянька держит младенец,,,1.0,,,grammar,1.0
Нянька держит младенца,,,,1.0,,no,1.0
Нянька держит младенец,,,1.0,,,grammar,1.0
Нянька держит организаторе,1.0,,,,,semantics_grammar,1.0
Нянька держит организаторе,0.8,0.1,0.1,,,semantics_grammar,0.8
Нянька держит организаторе,0.7142857142857143,0.1428571428571428,0.1428571428571428,,,semantics_grammar,0.7142857142857143
Обвиняемый признал вину,,,,1.0,,no,1.0
Обвиняемый признал вине,,0.2,0.8,,,grammar,0.8
Обвиняемый признал вине,,,1.0,,,grammar,1.0
Обвиняемый признал станцию,,1.0,,,,semantics,1.0
Обвиняемый признал станцией,1.0,,,,,semantics_grammar,1.0
Обвиняемый признал станцией,1.0,,,,,semantics_grammar,1.0
Обряд символизировал немецка времени,0.75,,0.25,,,semantics_grammar,0.75
Обряд символизировал оклад времени,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,semantics_grammar,0.3333333333333333
Обряд символизировал круговорота времени,0.6,,0.4,,,semantics_grammar,0.6
Обряд символизировал баритон времени,1.0,,,,,semantics_grammar,1.0
Обряд символизировал баритон времени,,,,1.0,,no,1.0
Обряд символизировал баритон времени,,1.0,,,,semantics,1.0
Обряд символизировал круговороте времени,,,1.0,,,grammar,1.0
Обряд символизировал круговорот времени,,0.1666666666666666,,0.8333333333333334,,no,0.8333333333333334
Обряд символизировал немецк времени,0.7142857142857143,0.2857142857142857,,,,semantics_grammar,0.7142857142857143
Округ занимал крупную биографии,1.0,,,,,semantics_grammar,1.0
Округ занимал крупную биографии,1.0,,,,,semantics_grammar,1.0
Округ занимал крупную территорию,,,,1.0,,no,1.0
Округ занимал крупную территории,,0.1111111111111111,0.8888888888888888,,,grammar,0.8888888888888888
Округ занимал крупную территории,,,1.0,,,grammar,1.0
Округ занимал крупную биографии,1.0,,,,,semantics_grammar,1.0
Округ занимал крупную биографию,,0.9,,0.1,,semantics,0.9
Органы исключили области ограбления,0.2,0.6,,0.1,0.1,semantics,0.6
Органы исключили областью ограбления,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Органы исключили область ограбления,,1.0,,,,semantics,1.0
Органы исключили версии ограбления,,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,grammar,0.3333333333333333
Органы исключили области ограбления,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334
Органы исключили версии ограбления,,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.1111111111111111,grammar,0.5555555555555556
Органы исключили версией ограбления,,,1.0,,,grammar,1.0
Органы исключили версию ограбления,,0.2,,0.8,,no,0.8
Органы уточнили автобазу событий,,1.0,,,,semantics,1.0
Органы уточнили хронологию событий,,,,1.0,,no,1.0
Органы уточнили автобазе событий,0.6666666666666666,,0.3333333333333333,,,semantics_grammar,0.6666666666666666
Органы уточнили автобаза событий,1.0,,,,,semantics_grammar,1.0
Органы уточнили хронологии событий,,,1.0,,,grammar,1.0
Органы уточнили хронологии событий,,,1.0,,,grammar,1.0
Органы уточнили хронологии событий,,,1.0,,,grammar,1.0
Отец решал станцию сына,0.2,0.8,,,,semantics,0.8
Отец решал судьбе сына,,,1.0,,,grammar,1.0
Отец решал ране сыне,1.0,,,,,semantics_grammar,1.0
Отец решал ране сыне,1.0,,,,,semantics_grammar,1.0
Отец решал станцию сына,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Отец решал оплаты сына,0.6666666666666666,,0.1666666666666666,,0.1666666666666666,semantics_grammar,0.6666666666666666
Отец решал судьбу сына,,,,1.0,,no,1.0
Отец решал оплату сына,0.25,0.625,0.125,,,semantics,0.625
Отец решал раной сына,0.25,0.75,,,,semantics,0.75
Отец решал рану сына,,1.0,,,,semantics,1.0
Отец решал станция сына,1.0,,,,,semantics_grammar,1.0
Отец решал рану сына,,1.0,,,,semantics,1.0
Отряд понёс большие выставке,0.8333333333333334,0.1666666666666666,,,,semantics_grammar,0.8333333333333334
Отряды блокировали здания,,,0.25,0.75,,no,0.75
Отряды блокировали здание,,,,1.0,,no,1.0
Отряды блокировали поколения,,1.0,,,,semantics,1.0
Отряды блокировали здание,,,,1.0,,no,1.0
Отряды блокировали здание,,,,1.0,,no,1.0
Отряды блокировали поколению,1.0,,,,,semantics_grammar,1.0
Отряды блокировали зданию,,,1.0,,,grammar,1.0
Охотники пели народные защиты,,1.0,,,,semantics,1.0
Охотники пели народные защитами,0.6,0.4,,,,semantics_grammar,0.6
Охотники пели народные песни,,,,1.0,,no,1.0
Охотники пели народные защитах,0.75,0.25,,,,semantics_grammar,0.75
Охотники пели народные защитах,1.0,,,,,semantics_grammar,1.0
Охотники пели народные защит,0.8,0.2,,,,semantics_grammar,0.8
Охотники пели народные песню,,,1.0,,,grammar,1.0
Охотники пели народные экономику,1.0,,,,,semantics_grammar,1.0
Охотники пели народные экономики,1.0,,,,,semantics_grammar,1.0
Охрана допросила сайта,0.75,0.25,,,,semantics_grammar,0.75
Охрана допросила экипаж,,0.125,,0.875,,no,0.875
Охрана допросила экипажу,,,1.0,,,grammar,1.0
Охрана допросила сайт,0.1428571428571428,0.8571428571428571,,,,semantics,0.8571428571428571
Охрана допросила экипажу,,,1.0,,,grammar,1.0
Охранники открыли характер,,1.0,,,,semantics,1.0
Охранники открыли огня,,,1.0,,,grammar,1.0
Охранники открыли огня,,,1.0,,,grammar,1.0
Охранники открыли характером,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Охранники открыли огонь,,,,1.0,,no,1.0
Охранники открыли характером,0.7777777777777778,0.2222222222222222,,,,semantics_grammar,0.7777777777777778
Охранники открыли характером,1.0,,,,,semantics_grammar,1.0
Охранники получили сообщества,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Охранники получили ранений,,,1.0,,,grammar,1.0
Охранники получили сочетания,0.25,0.75,,,,semantics,0.75
Охранники получили ранения,,,,1.0,,no,1.0
Охранники получили создания,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Охранники получили созданию,0.6,0.2,0.2,,,semantics_grammar,0.6
Охранники получили сообществу,0.6666666666666666,0.3333333333333333,,,,semantics_grammar,0.6666666666666666
Охранники получили сочетании,1.0,,,,,semantics_grammar,1.0
Очевидцы вызвали премьеров полиции,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Очевидцы вызвали премьеров полиции,,1.0,,,,semantics,1.0
Очевидцы вызвали сотрудники полиции,,,1.0,,,grammar,1.0
Очевидцы вызвали сотрудников полиции,,,,1.0,,no,1.0
Очевидцы вызвали королям полиции,1.0,,,,,semantics_grammar,1.0
Очевидцы вызвали королей полиции,0.2,0.6,0.2,,,semantics,0.6
Очевидцы вызвали петухов полиции,0.3333333333333333,0.6666666666666666,,,,semantics,0.6666666666666666
Ошибка возмутила украинских зрителях,,,1.0,,,grammar,1.0
Ошибка возмутила украинских председателей,,0.1428571428571428,,0.8571428571428571,,no,0.8571428571428571
Ошибка возмутила украинских председатели,0.1666666666666666,,0.8333333333333334,,,grammar,0.8333333333333334
Ошибка возмутила украинских зрителей,,,,1.0,,no,1.0
