sentence_id,congruent,position,sentence,target,semantics_grammar,semantics,grammar,no,unknown,most_popular,percent,structure,length,words,subject,verb,object,gen,adj,subject_length,subject_lemma,subject_ipm,subject_gender,verb_length,verb_lemma,verb_ipm,object_length,object_lemma,object_ipm,object_gender,gen_length,gen_lemma,gen_ipm,gen_gender,adj_length,adj_lemma,adj_ipm,adj_gender,task_type,selected
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной сумму,grammar,,0.0833333333333333,0.9166666666666666,,,grammar,0.9166666666666666,Subject - Verb - Adj - Object,4,"['Жительница', 'лишилась', 'крупной', 'суммы']",жительница,лишилась,суммы,,крупной,4,жительница,1.62,femn,3,лишиться,24.4,2,сумма,90.2,femn,,,0.02,,2.0,крупный,170.63160439522,masc,to_evaluate,1
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал ситуация,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object,3,"['Журналист', 'прокомментировал', 'ситуацию']",журналист,прокомментировал,ситуацию,,,3,журналист,,masc,6,прокомментировать,3.84,5,ситуация,126.8260199509961,femn,,,0.02,,,,0.02,,to_evaluate,1
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал ситуацию,no,,,,1.0,,no,1.0,Subject - Verb - Object,3,"['Журналист', 'прокомментировал', 'ситуацию']",журналист,прокомментировал,ситуацию,,,3,журналист,,masc,6,прокомментировать,3.84,5,ситуация,126.8260199509961,femn,,,0.02,,,,0.02,,to_evaluate,1
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал жилу,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object,3,"['Журналист', 'прокомментировал', 'ситуацию']",журналист,прокомментировал,ситуацию,,,3,журналист,,masc,6,прокомментировать,3.84,5,ситуация,126.8260199509961,femn,,,0.02,,,,0.02,,to_evaluate,1
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал жила,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object,3,"['Журналист', 'прокомментировал', 'ситуацию']",журналист,прокомментировал,ситуацию,,,3,журналист,,masc,6,прокомментировать,3.84,5,ситуация,126.8260199509961,femn,,,0.02,,,,0.02,,to_evaluate,1
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли ноябрь информации,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object - Gen,4,"['Журналисты', 'раскрыли', 'источник', 'информации']",журналисты,раскрыли,источник,информации,,4,журналист,,masc,3,раскрыть,49.15,3,источник,104.1767995845106,masc,5.0,информация,115.4520039692886,femn,,,0.02,,to_evaluate,1
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли источник информации,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Журналисты', 'раскрыли', 'источник', 'информации']",журналисты,раскрыли,источник,информации,,4,журналист,,masc,3,раскрыть,49.15,3,источник,104.1767995845106,masc,5.0,информация,115.4520039692886,femn,,,0.02,,to_evaluate,1
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли источника информации,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Журналисты', 'раскрыли', 'источник', 'информации']",журналисты,раскрыли,источник,информации,,4,журналист,,masc,3,раскрыть,49.15,3,источник,104.1767995845106,masc,5.0,информация,115.4520039692886,femn,,,0.02,,to_evaluate,1
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли ноября информации,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Журналисты', 'раскрыли', 'источник', 'информации']",журналисты,раскрыли,источник,информации,,4,журналист,,masc,3,раскрыть,49.15,3,источник,104.1767995845106,masc,5.0,информация,115.4520039692886,femn,,,0.02,,to_evaluate,1
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало панике жителей,grammar,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Землетрясение', 'вызвало', 'панику', 'жителей']",землетрясение,вызвало,панику,жителей,,6,землетрясение,14.72,neut,3,вызвать,144.8310952617903,3,паника,15.3,femn,3.0,житель,113.2327489139237,masc,,,0.02,,to_evaluate,1
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало премия жителей,semantics_grammar,0.8,0.2,,,,semantics_grammar,0.8,Subject - Verb - Object - Gen,4,"['Землетрясение', 'вызвало', 'панику', 'жителей']",землетрясение,вызвало,панику,жителей,,6,землетрясение,14.72,neut,3,вызвать,144.8310952617903,3,паника,15.3,femn,3.0,житель,113.2327489139237,masc,,,0.02,,to_evaluate,1
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало панику жителей,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Землетрясение', 'вызвало', 'панику', 'жителей']",землетрясение,вызвало,панику,жителей,,6,землетрясение,14.72,neut,3,вызвать,144.8310952617903,3,паника,15.3,femn,3.0,житель,113.2327489139237,masc,,,0.02,,to_evaluate,1
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало премию жителей,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object - Gen,4,"['Землетрясение', 'вызвало', 'панику', 'жителей']",землетрясение,вызвало,панику,жителей,,6,землетрясение,14.72,neut,3,вызвать,144.8310952617903,3,паника,15.3,femn,3.0,житель,113.2327489139237,masc,,,0.02,,to_evaluate,1
77,Игра приняла нервный характер,3,Игра приняла нервный июнь,semantics,,0.8333333333333334,,0.1666666666666666,,semantics,0.8333333333333334,Subject - Verb - Adj - Object,4,"['Игра', 'приняла', 'нервный', 'характер']",игра,приняла,характер,,нервный,2,игра,150.4286386986673,femn,3,принять,384.7456526068669,3,характер,202.9910670978146,masc,,,0.02,,2.0,нервный,47.58980154825755,masc,to_evaluate,1
77,Игра приняла нервный характер,3,Игра приняла нервный характер,no,,,,1.0,,no,1.0,Subject - Verb - Adj - Object,4,"['Игра', 'приняла', 'нервный', 'характер']",игра,приняла,характер,,нервный,2,игра,150.4286386986673,femn,3,принять,384.7456526068669,3,характер,202.9910670978146,masc,,,0.02,,2.0,нервный,47.58980154825755,masc,to_evaluate,1
77,Игра приняла нервный характер,3,Игра приняла нервный характеру,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Adj - Object,4,"['Игра', 'приняла', 'нервный', 'характер']",игра,приняла,характер,,нервный,2,игра,150.4286386986673,femn,3,принять,384.7456526068669,3,характер,202.9910670978146,masc,,,0.02,,2.0,нервный,47.58980154825755,masc,to_evaluate,1
77,Игра приняла нервный характер,3,Игра приняла нервный июню,semantics_grammar,0.8571428571428571,0.1428571428571428,,,,semantics_grammar,0.8571428571428571,Subject - Verb - Adj - Object,4,"['Игра', 'приняла', 'нервный', 'характер']",игра,приняла,характер,,нервный,2,игра,150.4286386986673,femn,3,принять,384.7456526068669,3,характер,202.9910670978146,masc,,,0.02,,2.0,нервный,47.58980154825755,masc,to_evaluate,1
77,Игра приняла нервный характер,3,Игра приняла нервный июню,semantics_grammar,0.8,0.2,,,,semantics_grammar,0.8,Subject - Verb - Adj - Object,4,"['Игра', 'приняла', 'нервный', 'характер']",игра,приняла,характер,,нервный,2,игра,150.4286386986673,femn,3,принять,384.7456526068669,3,характер,202.9910670978146,masc,,,0.02,,2.0,нервный,47.58980154825755,masc,to_evaluate,1
78,Издание подсчитало доходы тренеров,2,Издание подсчитало доходах тренеров,grammar,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Издание', 'подсчитало', 'доходы', 'тренеров']",издание,подсчитало,доходы,тренеров,,4,издание,72.99,neut,4,подсчитать,7.9,3,доход,59.31,masc,3.0,тренер,13.65,masc,,,0.02,,to_evaluate,1
78,Издание подсчитало доходы тренеров,2,Издание подсчитало окопы тренеров,semantics,,0.8333333333333334,0.1666666666666666,,,semantics,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Издание', 'подсчитало', 'доходы', 'тренеров']",издание,подсчитало,доходы,тренеров,,4,издание,72.99,neut,4,подсчитать,7.9,3,доход,59.31,masc,3.0,тренер,13.65,masc,,,0.02,,to_evaluate,1
78,Издание подсчитало доходы тренеров,2,Издание подсчитало окопами тренеров,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Издание', 'подсчитало', 'доходы', 'тренеров']",издание,подсчитало,доходы,тренеров,,4,издание,72.99,neut,4,подсчитать,7.9,3,доход,59.31,masc,3.0,тренер,13.65,masc,,,0.02,,to_evaluate,1
78,Издание подсчитало доходы тренеров,2,Издание подсчитало доходы тренеров,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Издание', 'подсчитало', 'доходы', 'тренеров']",издание,подсчитало,доходы,тренеров,,4,издание,72.99,neut,4,подсчитать,7.9,3,доход,59.31,masc,3.0,тренер,13.65,masc,,,0.02,,to_evaluate,1
79,Издание сообщает подробности,2,Издание сообщает воне,semantics_grammar,0.75,,0.25,,,semantics_grammar,0.75,Subject - Verb - Object,3,"['Издание', 'сообщает', 'подробности']",издание,сообщает,подробности,,,4,издание,72.99,neut,4,сообщать,75.27307219075124,4,подробность,60.93,femn,,,0.02,,,,0.02,,to_evaluate,1
79,Издание сообщает подробности,2,Издание сообщает подробности,no,,,,1.0,,no,1.0,Subject - Verb - Object,3,"['Издание', 'сообщает', 'подробности']",издание,сообщает,подробности,,,4,издание,72.99,neut,4,сообщать,75.27307219075124,4,подробность,60.93,femn,,,0.02,,,,0.02,,to_evaluate,1
79,Издание сообщает подробности,2,Издание сообщает воны,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object,3,"['Издание', 'сообщает', 'подробности']",издание,сообщает,подробности,,,4,издание,72.99,neut,4,сообщать,75.27307219075124,4,подробность,60.93,femn,,,0.02,,,,0.02,,to_evaluate,1
79,Издание сообщает подробности,2,Издание сообщает подробностей,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object,3,"['Издание', 'сообщает', 'подробности']",издание,сообщает,подробности,,,4,издание,72.99,neut,4,сообщать,75.27307219075124,4,подробность,60.93,femn,,,0.02,,,,0.02,,to_evaluate,1
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло село инвесторов,semantics,,0.75,0.25,,,semantics,0.75,Subject - Verb - Object - Gen,4,"['Изобретение', 'привлекло', 'внимание', 'инвесторов']",изобретение,привлекло,внимание,инвесторов,,6,изобретение,22.31,neut,3,привлечь,38.92,4,внимание,276.886118098953,neut,4.0,инвестор,11.42,masc,,,0.02,,to_evaluate,1
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло вниманием инвесторов,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Изобретение', 'привлекло', 'внимание', 'инвесторов']",изобретение,привлекло,внимание,инвесторов,,6,изобретение,22.31,neut,3,привлечь,38.92,4,внимание,276.886118098953,neut,4.0,инвестор,11.42,masc,,,0.02,,to_evaluate,1
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло селе инвесторов,semantics_grammar,0.9166666666666666,0.0833333333333333,,,,semantics_grammar,0.9166666666666666,Subject - Verb - Object - Gen,4,"['Изобретение', 'привлекло', 'внимание', 'инвесторов']",изобретение,привлекло,внимание,инвесторов,,6,изобретение,22.31,neut,3,привлечь,38.92,4,внимание,276.886118098953,neut,4.0,инвестор,11.42,masc,,,0.02,,to_evaluate,1
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло селе инвесторов,semantics_grammar,0.8888888888888888,0.1111111111111111,,,,semantics_grammar,0.8888888888888888,Subject - Verb - Object - Gen,4,"['Изобретение', 'привлекло', 'внимание', 'инвесторов']",изобретение,привлекло,внимание,инвесторов,,6,изобретение,22.31,neut,3,привлечь,38.92,4,внимание,276.886118098953,neut,4.0,инвестор,11.42,masc,,,0.02,,to_evaluate,1
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло внимание инвесторов,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Изобретение', 'привлекло', 'внимание', 'инвесторов']",изобретение,привлекло,внимание,инвесторов,,6,изобретение,22.31,neut,3,привлечь,38.92,4,внимание,276.886118098953,neut,4.0,инвестор,11.42,masc,,,0.02,,to_evaluate,1
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский характером,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Израильтяне', 'открыли', 'артиллерийский', 'огонь']",израильтяне,открыли,огонь,,артиллерийский,5,израильтянин,4.31,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,5.0,артиллерийский,29.03,masc,to_evaluate,1
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский огне,grammar,0.1666666666666666,,0.8333333333333334,,,grammar,0.8333333333333334,Subject - Verb - Adj - Object,4,"['Израильтяне', 'открыли', 'артиллерийский', 'огонь']",израильтяне,открыли,огонь,,артиллерийский,5,израильтянин,4.31,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,5.0,артиллерийский,29.03,masc,to_evaluate,1
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский огне,grammar,0.0909090909090909,0.0909090909090909,0.8181818181818182,,,grammar,0.8181818181818182,Subject - Verb - Adj - Object,4,"['Израильтяне', 'открыли', 'артиллерийский', 'огонь']",израильтяне,открыли,огонь,,артиллерийский,5,израильтянин,4.31,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,5.0,артиллерийский,29.03,masc,to_evaluate,1
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский огонь,no,,,,1.0,,no,1.0,Subject - Verb - Adj - Object,4,"['Израильтяне', 'открыли', 'артиллерийский', 'огонь']",израильтяне,открыли,огонь,,артиллерийский,5,израильтянин,4.31,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,5.0,артиллерийский,29.03,masc,to_evaluate,1
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский характер,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Adj - Object,4,"['Израильтяне', 'открыли', 'артиллерийский', 'огонь']",израильтяне,открыли,огонь,,артиллерийский,5,израильтянин,4.31,masc,3,открыть,208.1800112284692,2,огонь,199.3884496854353,masc,,,0.02,,5.0,артиллерийский,29.03,masc,to_evaluate,1
84,Индейцы подняли восстание,2,Индейцы подняли восстания,grammar,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888,Subject - Verb - Object,3,"['Индейцы', 'подняли', 'восстание']",индейцы,подняли,восстание,,,3,индеец,9.87,masc,3,поднять,181.0896101675531,4,восстание,30.12,neut,,,0.02,,,,0.02,,to_evaluate,1
84,Индейцы подняли восстание,2,Индейцы подняли восстания,grammar,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334,Subject - Verb - Object,3,"['Индейцы', 'подняли', 'восстание']",индейцы,подняли,восстание,,,3,индеец,9.87,masc,3,поднять,181.0896101675531,4,восстание,30.12,neut,,,0.02,,,,0.02,,to_evaluate,1
84,Индейцы подняли восстание,2,Индейцы подняли обслуживанием,semantics_grammar,0.75,,0.25,,,semantics_grammar,0.75,Subject - Verb - Object,3,"['Индейцы', 'подняли', 'восстание']",индейцы,подняли,восстание,,,3,индеец,9.87,masc,3,поднять,181.0896101675531,4,восстание,30.12,neut,,,0.02,,,,0.02,,to_evaluate,1
84,Индейцы подняли восстание,2,Индейцы подняли восстание,no,,,0.1111111111111111,0.8888888888888888,,no,0.8888888888888888,Subject - Verb - Object,3,"['Индейцы', 'подняли', 'восстание']",индейцы,подняли,восстание,,,3,индеец,9.87,masc,3,поднять,181.0896101675531,4,восстание,30.12,neut,,,0.02,,,,0.02,,to_evaluate,1
84,Индейцы подняли восстание,2,Индейцы подняли обслуживание,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object,3,"['Индейцы', 'подняли', 'восстание']",индейцы,подняли,восстание,,,3,индеец,9.87,masc,3,поднять,181.0896101675531,4,восстание,30.12,neut,,,0.02,,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Инициатива получила поддержку чиновников,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Инициатива получила поддержке чиновников,grammar,,0.1111111111111111,0.8888888888888888,,,grammar,0.8888888888888888,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Инициатива получила поддержке чиновников,grammar,,0.0769230769230769,0.9230769230769232,,,grammar,0.9230769230769232,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Инициатива получила длина чиновников,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Инициатива получила длине чиновников,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
85,Инициатива получила поддержку чиновников,2,Инициатива получила длину чиновников,semantics,0.2,0.8,,,,semantics,0.8,Subject - Verb - Object - Gen,4,"['Инициатива', 'получила', 'поддержку', 'чиновников']",инициатива,получила,поддержку,чиновников,,6,инициатива,35.16,femn,4,получить,552.8909435766419,3,поддержка,62.82,femn,4.0,чиновник,88.15,masc,,,0.02,,to_evaluate,1
86,Исламисты опровергли гибель командира,2,Исламисты опровергли гибели командира,grammar,,0.1111111111111111,0.8888888888888888,,,grammar,0.8888888888888888,Subject - Verb - Object - Gen,4,"['Исламисты', 'опровергли', 'гибель', 'командира']",исламисты,опровергли,гибель,командира,,4,исламист,0.76,masc,4,опровергнуть,7.67,2,гибель,52.03,femn,4.0,командир,116.3920494319702,masc,,,0.02,,to_evaluate,1
86,Исламисты опровергли гибель командира,2,Исламисты опровергли гибели командира,grammar,,0.1666666666666666,0.8333333333333334,,,grammar,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Исламисты', 'опровергли', 'гибель', 'командира']",исламисты,опровергли,гибель,командира,,4,исламист,0.76,masc,4,опровергнуть,7.67,2,гибель,52.03,femn,4.0,командир,116.3920494319702,masc,,,0.02,,to_evaluate,1
86,Исламисты опровергли гибель командира,2,Исламисты опровергли гибель командира,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Исламисты', 'опровергли', 'гибель', 'командира']",исламисты,опровергли,гибель,командира,,4,исламист,0.76,masc,4,опровергнуть,7.67,2,гибель,52.03,femn,4.0,командир,116.3920494319702,masc,,,0.02,,to_evaluate,1
86,Исламисты опровергли гибель командира,2,Исламисты опровергли рамку командира,semantics,,0.8571428571428571,0.1428571428571428,,,semantics,0.8571428571428571,Subject - Verb - Object - Gen,4,"['Исламисты', 'опровергли', 'гибель', 'командира']",исламисты,опровергли,гибель,командира,,4,исламист,0.76,masc,4,опровергнуть,7.67,2,гибель,52.03,femn,4.0,командир,116.3920494319702,masc,,,0.02,,to_evaluate,1
86,Исламисты опровергли гибель командира,2,Исламисты опровергли рамке командира,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Исламисты', 'опровергли', 'гибель', 'командира']",исламисты,опровергли,гибель,командира,,4,исламист,0.76,masc,4,опровергнуть,7.67,2,гибель,52.03,femn,4.0,командир,116.3920494319702,masc,,,0.02,,to_evaluate,1
87,Источники подтвердили подлинность документа,2,Источники подтвердили подлинностью документа,grammar,,,0.8888888888888888,0.1111111111111111,,grammar,0.8888888888888888,Subject - Verb - Object - Gen,4,"['Источники', 'подтвердили', 'подлинность', 'документа']",источники,подтвердили,подлинность,документа,,4,источник,104.1767995845106,masc,4,подтвердить,51.35,3,подлинность,4.69,femn,4.0,документ,121.5703112278216,masc,,,0.02,,to_evaluate,1
87,Источники подтвердили подлинность документа,2,Источники подтвердили подлинностью документа,grammar,,,0.8333333333333334,0.1666666666666666,,grammar,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Источники', 'подтвердили', 'подлинность', 'документа']",источники,подтвердили,подлинность,документа,,4,источник,104.1767995845106,masc,4,подтвердить,51.35,3,подлинность,4.69,femn,4.0,документ,121.5703112278216,masc,,,0.02,,to_evaluate,1
87,Источники подтвердили подлинность документа,2,Источники подтвердили пробежку документа,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Object - Gen,4,"['Источники', 'подтвердили', 'подлинность', 'документа']",источники,подтвердили,подлинность,документа,,4,источник,104.1767995845106,masc,4,подтвердить,51.35,3,подлинность,4.69,femn,4.0,документ,121.5703112278216,masc,,,0.02,,to_evaluate,1
87,Источники подтвердили подлинность документа,2,Источники подтвердили подлинность документа,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Источники', 'подтвердили', 'подлинность', 'документа']",источники,подтвердили,подлинность,документа,,4,источник,104.1767995845106,masc,4,подтвердить,51.35,3,подлинность,4.69,femn,4.0,документ,121.5703112278216,masc,,,0.02,,to_evaluate,1
87,Источники подтвердили подлинность документа,2,Источники подтвердили пробежка документа,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Источники', 'подтвердили', 'подлинность', 'документа']",источники,подтвердили,подлинность,документа,,4,источник,104.1767995845106,masc,4,подтвердить,51.35,3,подлинность,4.69,femn,4.0,документ,121.5703112278216,masc,,,0.02,,to_evaluate,1
89,Канал вел трансляцию мероприятия,2,Канал вел трансляции мероприятия,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Канал', 'вел', 'трансляцию', 'мероприятия']",канал,вел,трансляцию,мероприятия,,2,канал,52.11,masc,1,вести,331.68382505567,4,трансляция,3.66,femn,6.0,мероприятие,37.26,neut,,,0.02,,to_evaluate,1
89,Канал вел трансляцию мероприятия,2,Канал вел рона мероприятия,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Object - Gen,4,"['Канал', 'вел', 'трансляцию', 'мероприятия']",канал,вел,трансляцию,мероприятия,,2,канал,52.11,masc,1,вести,331.68382505567,4,трансляция,3.66,femn,6.0,мероприятие,37.26,neut,,,0.02,,to_evaluate,1
89,Канал вел трансляцию мероприятия,2,Канал вел рону мероприятия,semantics,0.1666666666666666,0.8333333333333334,,,,semantics,0.8333333333333334,Subject - Verb - Object - Gen,4,"['Канал', 'вел', 'трансляцию', 'мероприятия']",канал,вел,трансляцию,мероприятия,,2,канал,52.11,masc,1,вести,331.68382505567,4,трансляция,3.66,femn,6.0,мероприятие,37.26,neut,,,0.02,,to_evaluate,1
89,Канал вел трансляцию мероприятия,2,Канал вел трансляцию мероприятия,no,,,,1.0,,no,1.0,Subject - Verb - Object - Gen,4,"['Канал', 'вел', 'трансляцию', 'мероприятия']",канал,вел,трансляцию,мероприятия,,2,канал,52.11,masc,1,вести,331.68382505567,4,трансляция,3.66,femn,6.0,мероприятие,37.26,neut,,,0.02,,to_evaluate,1
89,Канал вел трансляцию мероприятия,2,Канал вел трансляция мероприятия,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Object - Gen,4,"['Канал', 'вел', 'трансляцию', 'мероприятия']",канал,вел,трансляцию,мероприятия,,2,канал,52.11,masc,1,вести,331.68382505567,4,трансляция,3.66,femn,6.0,мероприятие,37.26,neut,,,0.02,,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие партию,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографии,semantics,,1.0,,,,semantics,1.0,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие партии,no,,,,1.0,,no,1.0,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографиях,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографий,semantics_grammar,0.75,,,0.25,,semantics_grammar,0.75,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие окрестностями,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Кандидаты', 'представляют', 'мелкие', 'партии']",кандидаты,представляют,партии,,мелкие,4,кандидат,41.2,masc,4,представлять,218.4003350514311,3,партия,217.7086538729238,femn,,,0.02,,3.0,мелкий,126.4708323187897,masc,to_evaluate,1
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную окраиной,semantics_grammar,1.0,,,,,semantics_grammar,1.0,Subject - Verb - Adj - Object,4,"['Коллектив', 'подготовил', 'специальную', 'программу']",коллектив,подготовил,программу,,специальную,3,коллектив,41.43,masc,4,подготовить,47.3,3,программа,148.1506308018848,femn,,,0.02,,5.0,специальный,96.13834264510233,masc,to_evaluate,1
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную программа,grammar,,,1.0,,,grammar,1.0,Subject - Verb - Adj - Object,4,"['Коллектив', 'подготовил', 'специальную', 'программу']",коллектив,подготовил,программу,,специальную,3,коллектив,41.43,masc,4,подготовить,47.3,3,программа,148.1506308018848,femn,,,0.02,,5.0,специальный,96.13834264510233,masc,to_evaluate,1
