sentence_id,congruent,position,sentence,target
58,Депутаты представляют различные фракции,3,Депутаты представляют различные фракции,no
58,Депутаты представляют различные фракции,3,Депутаты представляют различные фракцию,grammar
58,Депутаты представляют различные фракции,3,Депутаты представляют различные лужины,semantics
58,Депутаты представляют различные фракции,3,Депутаты представляют различные лужинов,semantics_grammar
59,Дизайнер имеет свободу самовыражения,2,Дизайнер имеет станция самовыражения,semantics_grammar
59,Дизайнер имеет свободу самовыражения,2,Дизайнер имеет свободе самовыражения,grammar
59,Дизайнер имеет свободу самовыражения,2,Дизайнер имеет станцию самовыражения,semantics
59,Дизайнер имеет свободу самовыражения,2,Дизайнер имеет свободе самовыражения,grammar
59,Дизайнер имеет свободу самовыражения,2,Дизайнер имеет свободу самовыражения,no
60,Динамовцы забили единственный мяч,3,Динамовцы забили единственный мяч,no
60,Динамовцы забили единственный мяч,3,Динамовцы забили единственный поиске,semantics_grammar
60,Динамовцы забили единственный мяч,3,Динамовцы забили единственный поиске,semantics_grammar
60,Динамовцы забили единственный мяч,3,Динамовцы забили единственный мячом,grammar
60,Динамовцы забили единственный мяч,3,Динамовцы забили единственный поиск,semantics
61,Драматург организовал забастовку учащихся,2,Драматург организовал лексемы учащихся,semantics_grammar
61,Драматург организовал забастовку учащихся,2,Драматург организовал забастовке учащихся,grammar
61,Драматург организовал забастовку учащихся,2,Драматург организовал забастовку учащихся,no
61,Драматург организовал забастовку учащихся,2,Драматург организовал лексему учащихся,semantics
62,Драматург придумал современный сюжет,3,Драматург придумал современный сюжет,no
62,Драматург придумал современный сюжет,3,Драматург придумал современный октября,semantics_grammar
62,Драматург придумал современный сюжет,3,Драматург придумал современный октября,semantics_grammar
62,Драматург придумал современный сюжет,3,Драматург придумал современный сюжета,grammar
62,Драматург придумал современный сюжет,3,Драматург придумал современный октябрь,semantics
67,Женщина получила ожог ноги,2,Женщина получила ожог ноги,no
67,Женщина получила ожог ноги,2,Женщина получила ожогом ноги,grammar
67,Женщина получила ожог ноги,2,Женщина получила ожогом ноги,grammar
67,Женщина получила ожог ноги,2,Женщина получила вестником ноги,semantics_grammar
67,Женщина получила ожог ноги,2,Женщина получила вестнику ноги,semantics_grammar
67,Женщина получила ожог ноги,2,Женщина получила вестнике ноги,semantics_grammar
67,Женщина получила ожог ноги,2,Женщина получила вестника ноги,semantics_grammar
67,Женщина получила ожог ноги,2,Женщина получила вестник ноги,semantics
68,Жильцы вызвали полицию,2,Жильцы вызвали эпохой,semantics_grammar
68,Жильцы вызвали полицию,2,Жильцы вызвали полицией,grammar
68,Жильцы вызвали полицию,2,Жильцы вызвали эпоху,semantics
68,Жильцы вызвали полицию,2,Жильцы вызвали полицию,no
69,Жители раскритиковали подобный запрет,3,Жители раскритиковали подобный запрету,grammar
69,Жители раскритиковали подобный запрет,3,Жители раскритиковали подобный запрету,grammar
69,Жители раскритиковали подобный запрет,3,Жители раскритиковали подобный метре,semantics_grammar
69,Жители раскритиковали подобный запрет,3,Жители раскритиковали подобный метр,semantics
69,Жители раскритиковали подобный запрет,3,Жители раскритиковали подобный метре,semantics_grammar
69,Жители раскритиковали подобный запрет,3,Жители раскритиковали подобный запрет,no
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной зари,semantics
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной суммы,no
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной заре,semantics_grammar
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной сумму,grammar
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной сумму,grammar
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной заре,semantics_grammar
70,Жительница лишилась крупной суммы,3,Жительница лишилась крупной заре,semantics_grammar
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал ситуация,grammar
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал ситуацию,no
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал жилу,semantics
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал жилой,semantics_grammar
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал премию,semantics
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал премией,semantics_grammar
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал жила,semantics_grammar
71,Журналист прокомментировал ситуацию,2,Журналист прокомментировал премия,semantics_grammar
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли ноябрь информации,semantics
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли источник информации,no
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли источника информации,grammar
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли ноябре информации,semantics_grammar
72,Журналисты раскрыли источник информации,2,Журналисты раскрыли ноября информации,semantics_grammar
73,Законопроект регламентирует свадебные церемонии,3,Законопроект регламентирует свадебные системы,semantics
74,Здоровье подвело мужчину,2,Здоровье подвело мужчину,no
74,Здоровье подвело мужчину,2,Здоровье подвело михаила,semantics
74,Здоровье подвело мужчину,2,Здоровье подвело мужчине,grammar
74,Здоровье подвело мужчину,2,Здоровье подвело михаил,semantics_grammar
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало панике жителей,grammar
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало премия жителей,semantics_grammar
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало панику жителей,no
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало премию жителей,semantics
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало премия жителей,semantics_grammar
75,Землетрясение вызвало панику жителей,2,Землетрясение вызвало панике жителей,grammar
77,Игра приняла нервный характер,3,Игра приняла нервный июнь,semantics
77,Игра приняла нервный характер,3,Игра приняла нервный характер,no
77,Игра приняла нервный характер,3,Игра приняла нервный характеру,grammar
77,Игра приняла нервный характер,3,Игра приняла нервный июню,semantics_grammar
77,Игра приняла нервный характер,3,Игра приняла нервный июню,semantics_grammar
77,Игра приняла нервный характер,3,Игра приняла нервный характеру,grammar
78,Издание подсчитало доходы тренеров,2,Издание подсчитало доходах тренеров,grammar
78,Издание подсчитало доходы тренеров,2,Издание подсчитало окопы тренеров,semantics
78,Издание подсчитало доходы тренеров,2,Издание подсчитало доходах тренеров,grammar
78,Издание подсчитало доходы тренеров,2,Издание подсчитало окопами тренеров,semantics_grammar
78,Издание подсчитало доходы тренеров,2,Издание подсчитало доходы тренеров,no
79,Издание сообщает подробности,2,Издание сообщает вона,semantics_grammar
79,Издание сообщает подробности,2,Издание сообщает воне,semantics_grammar
79,Издание сообщает подробности,2,Издание сообщает воной,semantics_grammar
79,Издание сообщает подробности,2,Издание сообщает вону,semantics_grammar
79,Издание сообщает подробности,2,Издание сообщает подробности,no
79,Издание сообщает подробности,2,Издание сообщает воны,semantics
79,Издание сообщает подробности,2,Издание сообщает подробностей,grammar
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло село инвесторов,semantics
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло внимании инвесторов,grammar
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло вниманием инвесторов,grammar
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло селе инвесторов,semantics_grammar
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло внимание инвесторов,no
81,Изобретение привлекло внимание инвесторов,2,Изобретение привлекло селе инвесторов,semantics_grammar
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский характером,semantics_grammar
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский огне,grammar
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский огне,grammar
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский огонь,no
82,Израильтяне открыли артиллерийский огонь,3,Израильтяне открыли артиллерийский характер,semantics
83,Индейцы извлекали пурпурную краску,3,Индейцы извлекали пурпурную краску,no
83,Индейцы извлекали пурпурную краску,3,Индейцы извлекали пурпурную главе,semantics_grammar
83,Индейцы извлекали пурпурную краску,3,Индейцы извлекали пурпурную главу,semantics
83,Индейцы извлекали пурпурную краску,3,Индейцы извлекали пурпурную краске,grammar
84,Индейцы подняли восстание,2,Индейцы подняли обслуживании,semantics_grammar
84,Индейцы подняли восстание,2,Индейцы подняли восстания,grammar
84,Индейцы подняли восстание,2,Индейцы подняли обслуживанием,semantics_grammar
84,Индейцы подняли восстание,2,Индейцы подняли восстание,no
84,Индейцы подняли восстание,2,Индейцы подняли обслуживание,semantics
84,Индейцы подняли восстание,2,Индейцы подняли восстания,grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила поддержку чиновников,no
85,Инициатива получила поддержку чиновников,2,Инициатива получила поддержке чиновников,grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила длина чиновников,semantics_grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила длина чиновников,semantics_grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила длина чиновников,semantics_grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила длине чиновников,semantics_grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила поддержке чиновников,grammar
85,Инициатива получила поддержку чиновников,2,Инициатива получила длину чиновников,semantics
86,Исламисты опровергли гибель командира,2,Исламисты опровергли гибели командира,grammar
86,Исламисты опровергли гибель командира,2,Исламисты опровергли гибель командира,no
86,Исламисты опровергли гибель командира,2,Исламисты опровергли рамкой командира,semantics_grammar
86,Исламисты опровергли гибель командира,2,Исламисты опровергли рамку командира,semantics
86,Исламисты опровергли гибель командира,2,Исламисты опровергли рамкой командира,semantics_grammar
86,Исламисты опровергли гибель командира,2,Исламисты опровергли гибели командира,grammar
86,Исламисты опровергли гибель командира,2,Исламисты опровергли рамке командира,semantics_grammar
87,Источники подтвердили подлинность документа,2,Источники подтвердили подлинностью документа,grammar
87,Источники подтвердили подлинность документа,2,Источники подтвердили пробежку документа,semantics
87,Источники подтвердили подлинность документа,2,Источники подтвердили подлинность документа,no
87,Источники подтвердили подлинность документа,2,Источники подтвердили подлинностью документа,grammar
87,Источники подтвердили подлинность документа,2,Источники подтвердили пробежка документа,semantics_grammar
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого владимире,semantics_grammar
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого мужчину,no
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого владимира,semantics
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого мужчина,grammar
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого владимире,semantics_grammar
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого мужчина,grammar
88,Камеры запечатлели высокого мужчину,3,Камеры запечатлели высокого мужчина,grammar
89,Канал вел трансляцию мероприятия,2,Канал вел роне мероприятия,semantics_grammar
89,Канал вел трансляцию мероприятия,2,Канал вел трансляции мероприятия,grammar
89,Канал вел трансляцию мероприятия,2,Канал вел трансляции мероприятия,grammar
89,Канал вел трансляцию мероприятия,2,Канал вел рона мероприятия,semantics_grammar
89,Канал вел трансляцию мероприятия,2,Канал вел рону мероприятия,semantics
89,Канал вел трансляцию мероприятия,2,Канал вел трансляцию мероприятия,no
89,Канал вел трансляцию мероприятия,2,Канал вел роном мероприятия,semantics_grammar
89,Канал вел трансляцию мероприятия,2,Канал вел трансляция мероприятия,grammar
89,Канал вел трансляцию мероприятия,2,Канал вел трансляции мероприятия,grammar
89,Канал вел трансляцию мероприятия,2,Канал вел рона мероприятия,semantics_grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографиями,semantics_grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие окрестности,semantics
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие партию,grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие окрестности,semantics
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографии,semantics
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие партии,no
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографиях,semantics_grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографий,semantics_grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографий,semantics_grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие окрестностями,semantics_grammar
90,Кандидаты представляют мелкие партии,3,Кандидаты представляют мелкие фотографиях,semantics_grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную окраиной,semantics_grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную программа,grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную окраины,semantics_grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную программа,grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную программу,no
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную окраины,semantics_grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную программа,grammar
92,Коллектив подготовил специальную программу,3,Коллектив подготовил специальную окраину,semantics
94,Команда покинула чемпионат мира,2,Команда покинула материал мира,semantics
94,Команда покинула чемпионат мира,2,Команда покинула чемпионат мира,no
94,Команда покинула чемпионат мира,2,Команда покинула чемпионате мира,grammar
94,Команда покинула чемпионат мира,2,Команда покинула материалу мира,semantics_grammar
95,Комитет проводит проверку обстоятельств,2,Комитет проводит проверку обстоятельств,no
95,Комитет проводит проверку обстоятельств,2,Комитет проводит славу обстоятельств,semantics
95,Комитет проводит проверку обстоятельств,2,Комитет проводит славой обстоятельств,semantics_grammar
95,Комитет проводит проверку обстоятельств,2,Комитет проводит проверка обстоятельств,grammar
95,Комитет проводит проверку обстоятельств,2,Комитет проводит голову обстоятельств,semantics
95,Комитет проводит проверку обстоятельств,2,Комитет проводит голову обстоятельств,semantics
95,Комитет проводит проверку обстоятельств,2,Комитет проводит поэму обстоятельств,semantics
96,Компания заключила мировые соглашения,3,Компания заключила мировые соглашения,no
96,Компания заключила мировые соглашения,3,Компания заключила мировые детства,semantics
96,Компания заключила мировые соглашения,3,Компания заключила мировые детство,semantics_grammar
96,Компания заключила мировые соглашения,3,Компания заключила мировые соглашение,grammar
97,Компания проведет замену оборудования,2,Компания проведет горе оборудования,semantics_grammar
97,Компания проведет замену оборудования,2,Компания проведет горе оборудования,semantics_grammar
97,Компания проведет замену оборудования,2,Компания проведет замена оборудования,grammar
97,Компания проведет замену оборудования,2,Компания проведет гору оборудования,semantics
97,Компания проведет замену оборудования,2,Компания проведет гора оборудования,semantics_grammar
97,Компания проведет замену оборудования,2,Компания проведет замену оборудования,no
98,Компания чистила заброшенную крепость,3,Компания чистила заброшенную крепостью,grammar
98,Компания чистила заброшенную крепость,3,Компания чистила заброшенную крепость,no
98,Компания чистила заброшенную крепость,3,Компания чистила заброшенную серии,semantics_grammar
98,Компания чистила заброшенную крепость,3,Компания чистила заброшенную серию,semantics
100,Критики оставили восторженные оценки,3,Критики оставили восторженные янов,semantics_grammar
100,Критики оставили восторженные оценки,3,Критики оставили восторженные оценке,grammar
100,Критики оставили восторженные оценки,3,Критики оставили восторженные яны,semantics
100,Критики оставили восторженные оценки,3,Критики оставили восторженные оценки,no
102,Лайнер совершил посадку,2,Лайнер совершил нации,semantics_grammar
102,Лайнер совершил посадку,2,Лайнер совершил нации,semantics_grammar
102,Лайнер совершил посадку,2,Лайнер совершил посадка,grammar
102,Лайнер совершил посадку,2,Лайнер совершил нацию,semantics
102,Лайнер совершил посадку,2,Лайнер совершил посадку,no
102,Лайнер совершил посадку,2,Лайнер совершил нация,semantics_grammar
104,Лидер празднует победу,2,Лидер празднует лабораторию,semantics
104,Лидер празднует победу,2,Лидер празднует победой,grammar
104,Лидер празднует победу,2,Лидер празднует лаборатория,semantics_grammar
104,Лидер празднует победу,2,Лидер празднует победой,grammar
104,Лидер празднует победу,2,Лидер празднует победу,no
104,Лидер празднует победу,2,Лидер празднует лаборатория,semantics_grammar
105,Люди строили каменные замки,3,Люди строили каменные замками,grammar
105,Люди строили каменные замки,3,Люди строили каменные выпусками,semantics_grammar
105,Люди строили каменные замки,3,Люди строили каменные замки,no
105,Люди строили каменные замки,3,Люди строили каменные выпуски,semantics
105,Люди строили каменные замки,3,Люди строили каменные вузами,semantics_grammar
105,Люди строили каменные замки,3,Люди строили каменные вузы,semantics
105,Люди строили каменные замки,3,Люди строили каменные выпусков,semantics_grammar
105,Люди строили каменные замки,3,Люди строили каменные выпускам,semantics_grammar
105,Люди строили каменные замки,3,Люди строили каменные выпусках,semantics_grammar
106,Мальчик перебегал дорогу,2,Мальчик перебегал конференцию,semantics
106,Мальчик перебегал дорогу,2,Мальчик перебегал конференцией,semantics_grammar
106,Мальчик перебегал дорогу,2,Мальчик перебегал дороге,grammar
106,Мальчик перебегал дорогу,2,Мальчик перебегал дорогу,no
106,Мальчик перебегал дорогу,2,Мальчик перебегал дороге,grammar
113,Медики обнаружили телесные повреждения,3,Медики обнаружили телесные повреждении,grammar
113,Медики обнаружили телесные повреждения,3,Медики обнаружили телесные поколению,semantics_grammar
113,Медики обнаружили телесные повреждения,3,Медики обнаружили телесные повреждения,no
113,Медики обнаружили телесные повреждения,3,Медики обнаружили телесные поколение,semantics_grammar
113,Медики обнаружили телесные повреждения,3,Медики обнаружили телесные поколения,semantics
115,Милиционеры блокировали группу грабителей,2,Милиционеры блокировали книга грабителей,semantics_grammar
115,Милиционеры блокировали группу грабителей,2,Милиционеры блокировали книга грабителей,semantics_grammar
115,Милиционеры блокировали группу грабителей,2,Милиционеры блокировали группа грабителей,grammar
115,Милиционеры блокировали группу грабителей,2,Милиционеры блокировали книгу грабителей,semantics
115,Милиционеры блокировали группу грабителей,2,Милиционеры блокировали группу грабителей,no
115,Милиционеры блокировали группу грабителей,2,Милиционеры блокировали группа грабителей,grammar
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает область происшествия,semantics_grammar
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает область происшествия,semantics_grammar
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает версия происшествия,grammar
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает версию происшествия,grammar
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает области происшествия,semantics
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает версии происшествия,no
116,Милиция отрабатывает версии происшествия,2,Милиция отрабатывает областью происшествия,semantics_grammar
117,Милиция провела проверку,2,Милиция провела проверку,no
117,Милиция провела проверку,2,Милиция провела славы,semantics_grammar
117,Милиция провела проверку,2,Милиция провела славу,semantics
117,Милиция провела проверку,2,Милиция провела проверке,grammar
117,Милиция провела проверку,2,Милиция провела проверке,grammar
117,Милиция провела проверку,2,Милиция провела славе,semantics_grammar
117,Милиция провела проверку,2,Милиция провела славы,semantics_grammar
118,Мужчина вызвал скорую помощь,3,Мужчина вызвал скорую помощи,grammar
118,Мужчина вызвал скорую помощь,3,Мужчина вызвал скорую дату,semantics
118,Мужчина вызвал скорую помощь,3,Мужчина вызвал скорую помощь,no
118,Мужчина вызвал скорую помощь,3,Мужчина вызвал скорую помощи,grammar
118,Мужчина вызвал скорую помощь,3,Мужчина вызвал скорую дате,semantics_grammar
118,Мужчина вызвал скорую помощь,3,Мужчина вызвал скорую дата,semantics_grammar
119,Мужчина показал полицейское удостоверение,3,Мужчина показал полицейское падению,semantics_grammar
119,Мужчина показал полицейское удостоверение,3,Мужчина показал полицейское русло,semantics
119,Мужчина показал полицейское удостоверение,3,Мужчина показал полицейское удостоверении,grammar
119,Мужчина показал полицейское удостоверение,3,Мужчина показал полицейское удостоверение,no
119,Мужчина показал полицейское удостоверение,3,Мужчина показал полицейское падение,semantics
123,Мужчина устроили драку,2,Мужчина устроили драке,grammar
123,Мужчина устроили драку,2,Мужчина устроили драку,no
123,Мужчина устроили драку,2,Мужчина устроили область,semantics
123,Мужчина устроили драку,2,Мужчина устроили области,semantics_grammar
124,Мужчины проявляют сдержанность,2,Мужчины проявляют сдержанность,no
124,Мужчины проявляют сдержанность,2,Мужчины проявляют обору,semantics
124,Мужчины проявляют сдержанность,2,Мужчины проявляют сдержанности,grammar
124,Мужчины проявляют сдержанность,2,Мужчины проявляют сдержанности,grammar
124,Мужчины проявляют сдержанность,2,Мужчины проявляют оборой,semantics_grammar
124,Мужчины проявляют сдержанность,2,Мужчины проявляют оборой,semantics_grammar
124,Мужчины проявляют сдержанность,2,Мужчины проявляют оборе,semantics_grammar
124,Мужчины проявляют сдержанность,2,Мужчины проявляют оборой,semantics_grammar
125,Музей получил новое название,3,Музей получил новое получении,semantics_grammar
125,Музей получил новое название,3,Музей получил новое название,no
125,Музей получил новое название,3,Музей получил новое получение,semantics
126,Музыкант записал композицию,2,Музыкант записал области,semantics_grammar
126,Музыкант записал композицию,2,Музыкант записал композиция,grammar
126,Музыкант записал композицию,2,Музыкант записал композиция,grammar
126,Музыкант записал композицию,2,Музыкант записал композицию,no
126,Музыкант записал композицию,2,Музыкант записал области,semantics_grammar
126,Музыкант записал композицию,2,Музыкант записал области,semantics_grammar
126,Музыкант записал композицию,2,Музыкант записал область,semantics
126,Музыкант записал композицию,2,Музыкант записал областью,semantics_grammar
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил станцию рассказчика,semantics
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил станцией рассказчика,semantics_grammar
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил роли рассказчика,grammar
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил роль рассказчика,no
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил ролью рассказчика,grammar
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил станция рассказчика,semantics_grammar
127,Музыкант исполнил роль рассказчика,2,Музыкант исполнил роли рассказчика,grammar
128,Наряд задержал мужчину,2,Наряд задержал мужчине,grammar
128,Наряд задержал мужчину,2,Наряд задержал создателя,semantics
128,Наряд задержал мужчину,2,Наряд задержал создателе,semantics_grammar
128,Наряд задержал мужчину,2,Наряд задержал мужчину,no
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли ссорой,grammar
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли науке,semantics_grammar
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли ссоре,grammar
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли науку,semantics
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли ссора,grammar
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли науке,semantics_grammar
129,Незнакомцы затеяли ссору,2,Незнакомцы затеяли ссору,no
130,Немцы понесли потери,2,Немцы понесли потерях,grammar
130,Немцы понесли потери,2,Немцы понесли выставку,semantics_grammar
130,Немцы понесли потери,2,Немцы понесли выставку,semantics_grammar
130,Немцы понесли потери,2,Немцы понесли потери,no
130,Немцы понесли потери,2,Немцы понесли выставка,semantics_grammar
130,Немцы понесли потери,2,Немцы понесли потерях,grammar
130,Немцы понесли потери,2,Немцы понесли выставки,semantics
131,Неудачи преследовали экспедицию,2,Неудачи преследовали экспедицией,grammar
131,Неудачи преследовали экспедицию,2,Неудачи преследовали экспедицию,no
131,Неудачи преследовали экспедицию,2,Неудачи преследовали морали,semantics_grammar
131,Неудачи преследовали экспедицию,2,Неудачи преследовали морали,semantics_grammar
131,Неудачи преследовали экспедицию,2,Неудачи преследовали морали,semantics_grammar
131,Неудачи преследовали экспедицию,2,Неудачи преследовали мораль,semantics
131,Неудачи преследовали экспедицию,2,Неудачи преследовали моралью,semantics_grammar
132,Нянька держит младенца,2,Нянька держит организатора,semantics
132,Нянька держит младенца,2,Нянька держит младенец,grammar
